"DATA_YEAR","PROPERTY_ID","INCIDENT_ID","PROP_LOSS_ID","STOLEN_COUNT","RECOVERED_COUNT"
2019,124237089,121738525,7,,
2019,124237116,121738563,7,,
2019,124242467,121738585,7,,
2019,124242465,121738585,4,,
2019,124237139,121738593,7,,
2019,124245412,121738604,6,,
2019,124237162,121738616,4,,
2019,124237180,121738636,4,,
2019,124237214,121738671,6,,
2019,124242593,121742212,4,,
2019,124237235,121742241,7,,
2019,124237240,121728502,7,1,
2019,124237270,121728525,6,,
2019,124242707,121738741,7,,
2019,124242730,121742359,7,,
2019,124245509,121738758,6,,
2019,124245522,121738770,7,,
2019,124242773,121742416,4,,
2019,124242847,121728613,6,,
2019,124242872,121742547,4,,
2019,124245593,121742547,7,,
2019,124245596,121738858,4,,
2019,124242885,121738858,6,,
2019,124242891,121738861,7,,
2019,124242895,121738867,7,,
2019,124242901,121728630,6,,
2019,124242964,121738921,6,,
2019,124245705,121739037,7,,
2019,124237533,121739053,5,,
2019,124237534,121739053,7,,
2019,124237559,121739078,4,,
2019,124243198,121739091,7,,
2019,124243213,121739097,4,,
2019,124237590,121743007,7,,
2019,124237592,121739113,7,,
2019,124237620,121739145,6,,
2019,124243305,121739151,6,,
2019,124243348,121728828,6,,
2019,124243396,121739208,7,,
2019,124237694,121739228,4,,
2019,124243443,121739238,6,,
2019,124243459,121728877,4,,
2019,124243495,121739276,6,,
2019,124245857,121739297,7,,
2019,124243606,121728943,6,,
2019,124237825,121739378,6,,
2019,124243689,121739405,6,,
2019,124245921,121739413,7,,
2019,124237873,121739425,6,,
2019,124237878,121739432,4,,
2019,124237886,121739438,7,,
2019,124237913,121739476,5,,
2019,124243759,121739476,7,,
2019,124245978,121739504,7,,
2019,124243782,121739504,5,,
2019,124237929,121739507,7,,
2019,124237930,121739510,3,,
2019,124238027,121739607,7,,
2019,124246052,121743781,7,,
2019,124238047,121743792,7,,
2019,124243920,121739628,6,,
2019,124243939,121743817,6,,
2019,124238069,121739652,7,,
2019,124243978,121743870,7,,
2019,124238113,121739711,4,,
2019,124246145,121739756,6,,
2019,124244104,121739786,7,,
2019,124246181,121744033,4,,
2019,124238204,121739813,7,,
2019,124238208,121739819,6,,
2019,124244139,121739836,6,,
2019,124246205,121739842,6,,
2019,124244174,121744096,7,,
2019,124238285,121739910,6,,
2019,124246253,121739918,4,,
2019,124244263,121739951,7,,
2019,124246291,121739975,7,,
2019,124238359,121744250,6,,
2019,124238375,121729436,6,,
2019,124244346,121740032,7,,
2019,124238402,121740050,7,,
2019,124238412,121729472,6,,
2019,124238427,121729492,6,,
2019,124238489,121744421,5,,
2019,124246399,121744421,7,,
2019,124238497,121740157,6,,
2019,124238500,121744438,4,,
2019,124238501,121744438,7,,
2019,124246429,121729564,1,,
2019,124244484,121740192,4,,
2019,124244487,121740196,7,,
2019,124244508,121744515,4,,
2019,124238573,121744515,7,,
2019,124238584,121740231,7,,
2019,124246468,121740247,4,,
2019,124244540,121729614,7,,
2019,124238601,121740262,4,,
2019,124246497,121740282,7,,
2019,124238647,121740319,6,,
2019,124246524,121729666,7,,
2019,124238656,121729666,5,,
2019,124238663,121740336,7,,
2019,124238662,121740336,5,,
2019,124246542,121740344,6,,
2019,124238680,121740354,4,,
2019,124249696,121740397,6,,
2019,124238716,121740403,7,,
2019,124238719,121740408,6,,
2019,124249718,121729753,7,,
2019,124238734,121740432,7,,
2019,124246616,121729782,4,,
2019,124246625,121740477,7,1,
2019,124238775,121740477,5,,1
2019,124246637,121740513,6,,
2019,124249832,121744889,7,,
2019,124249842,121740554,6,,
2019,124246681,121740571,5,,
2019,124246682,121740571,7,,
2019,124238864,121744938,7,,
2019,124238878,121740620,6,,
2019,124238890,121744962,4,,
2019,124238894,121744969,7,,
2019,124249910,121744976,7,,
2019,124249909,121744976,1,,
2019,124238911,121740651,4,,
2019,124246744,121729931,7,,
2019,124246742,121729931,5,,
2019,124238930,121740676,7,,
2019,124246756,121745023,7,,
2019,124238936,121745023,4,,
2019,124238943,121740700,7,,
2019,124246780,121740718,6,,
2019,124246777,121740718,4,,
2019,124249997,121740754,7,,
2019,124239009,121740790,6,,
2019,124246828,121740797,4,,
2019,124239029,121740814,5,,1
2019,124250047,121740814,7,1,
2019,124250079,121740844,6,,
2019,124250121,121730114,4,,
2019,124246904,121740910,7,,
2019,124239108,121740910,5,,
2019,124246930,121730159,7,,
2019,124239178,121740990,4,,
2019,124239197,121741006,4,,
2019,124250217,121730208,5,,1
2019,124250219,121730208,7,1,
2019,124239214,121745360,7,,
2019,124250237,121741039,5,,
2019,124239216,121741039,7,,
2019,124250254,121741056,4,,
2019,124239220,121741056,7,,
2019,124239227,121741066,7,,
2019,124250262,121741066,5,,
2019,124247024,121730261,6,,
2019,124239241,121741089,6,,
2019,124239261,121746106,7,,
2019,124250305,121745444,7,,
2019,124250319,121746118,7,,
2019,124250318,121746118,3,,
2019,124250321,121746123,7,,
2019,124250329,121730315,5,,
2019,124250330,121730315,7,,
2019,124247074,121745477,6,,
2019,124250352,121730336,4,,
2019,124247085,121730336,7,,
2019,124247089,121746165,2,,
2019,124239344,121746204,4,,
2019,124239361,121746222,7,,
2019,124239379,121746241,4,,
2019,124250466,121730417,7,,
2019,124239422,121746289,7,,
2019,124250493,121745679,6,,
2019,124239456,121746332,6,,
2019,124250530,121745719,7,,
2019,124239473,121746346,7,,
2019,124239481,121746359,4,,
2019,124247243,121730518,7,,
2019,124247252,121730529,7,,
2019,124239545,121746421,7,,
2019,124247281,121745843,5,,
2019,124250646,121745843,7,,
2019,124247286,121730555,7,,
2019,124239571,121746447,7,,
2019,124250710,121746481,4,,
2019,124254609,121746486,7,,
2019,124254608,121746486,4,,
2019,124250734,121746505,7,,
2019,124254651,121746537,7,,
2019,124254662,121746551,6,,
2019,124254686,121746581,7,,
2019,124254699,121746596,7,,
2019,124254697,121746596,5,,
2019,124250825,121746600,1,,
2019,124254739,121746631,4,,
2019,124250848,121746631,1,,
2019,124254762,121746653,7,,
2019,124254759,121746653,5,,
2019,124254766,121746661,6,,
2019,124247462,121746694,7,,
2019,124250912,121751166,7,,
2019,124254825,121746717,7,,
2019,124254824,121746717,5,,
2019,124254841,121746740,7,,
2019,124254847,121746748,6,,
2019,124250999,121751258,4,,
2019,124254871,121746773,6,,
2019,124254917,121746829,4,,
2019,124251100,121746864,7,,
2019,124251107,121751383,6,,
2019,124254952,121746875,7,,
2019,124251144,121746888,4,,
2019,124251143,121746888,1,,
2019,124251146,121746888,7,,
2019,124254991,121746917,6,,
2019,124255015,121751495,5,,
2019,124255016,121751495,7,,
2019,124255021,121746946,4,,
2019,124247711,121746980,7,,
2019,124255067,121746989,6,,
2019,124255079,121746998,6,,
2019,124255084,121747005,7,,
2019,124255089,121747008,4,,
2019,124247739,121731056,4,,
2019,124255106,121747024,7,,
2019,124251315,121751633,5,,1
2019,124251316,121751633,7,1,
2019,124251328,121751648,4,,
2019,124251329,121751648,7,,
2019,124247767,121747050,7,,
2019,124255155,121747073,6,,
2019,124251386,121747077,6,,
2019,124247799,121756128,6,,
2019,124255160,121747084,4,,
2019,124255171,121747099,6,,
2019,124940570,122517320,7,,
2019,124936588,122517320,5,,
2019,124945588,122517335,4,,
2019,124940602,122517343,7,,
2019,124936643,122517377,6,,
2019,124936655,122517384,6,,
2019,124936688,122512427,5,,
2019,124936689,122512427,7,,
2019,124940723,122512447,7,,
2019,124936721,122508714,7,,
2019,124940752,122512489,7,,
2019,124945697,122517456,6,,
2019,124940800,122512550,4,,
2019,124940846,122508815,7,1,
2019,124945736,122508815,5,,1
2019,124940860,122512623,7,,
2019,124940937,122512709,7,,
2019,124940945,122512724,7,,
2019,124940970,122512750,6,,
2019,124940975,122512759,7,,
2019,124936940,122517569,4,,
2019,124936950,122508969,7,,
2019,124941052,122512849,3,,
2019,124941067,122512864,6,,
2019,124945843,122517619,6,,
2019,124941109,122512913,7,,
2019,124941113,122512919,7,,
2019,124941144,122512951,7,,
2019,124945872,122512974,6,,
2019,124941171,122512987,7,,
2019,124945879,122517659,7,1,
2019,124945893,122513029,7,,
2019,124941223,122517695,7,,
2019,124945913,122513079,7,,
2019,124945923,122513100,4,,
2019,124941261,122513107,4,,
2019,124937128,122517734,1,,
2019,124937129,122517734,4,,
2019,124941290,122513148,7,1,
2019,124941289,122513148,5,,1
2019,124941308,122513163,7,,
2019,124236604,121738011,1,,
2019,124245004,121728063,7,,
2019,124241667,121728090,7,,
2019,124236657,121728090,5,,
2019,124241678,121741254,7,,
2019,124241677,121741254,5,,
2019,124245060,121738085,7,,
2019,124245059,121738085,5,,
2019,124241704,121738093,5,,
2019,124241732,121728115,7,1,
2019,124236766,121738171,7,,
2019,124245139,121728181,7,,
2019,124236815,121738218,7,,
2019,124236829,121738234,7,,
2019,124236849,121738258,7,,
2019,124236848,121738258,5,,
2019,124236863,121738278,7,,
2019,124236884,121738295,5,,
2019,124236885,121738295,7,,
2019,124242032,121738300,7,,
