"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2019,4,147385892
2019,4,147380126
2019,4,147380128
2019,4,147380129
2019,4,147385902
2019,4,147387214
2019,4,147387212
2019,4,147385909
2019,4,147387216
2019,4,147387217
2019,4,147387218
2019,4,147387223
2019,4,147387221
2019,4,147387222
2019,4,147387227
2019,4,147387225
2019,4,147387230
2019,4,147387229
2019,4,147385932
2019,4,147385933
2019,4,147387231
2019,4,147387232
2019,4,147387241
2019,4,147385945
2019,4,147387239
2019,4,147380153
2019,4,147387242
2019,4,147387243
2019,4,147385962
2019,4,147385957
2019,4,147387247
2019,4,147387248
2019,4,147380162
2019,4,147385968
2019,4,147385971
2019,4,147385972
2019,4,147387253
2019,4,147387255
2019,4,147387254
2019,4,147380167
2019,4,147387257
2019,4,147387259
2019,4,147380175
2019,4,147385981
2019,4,147387265
2019,4,147387266
2019,4,147387267
2019,4,147385990
2019,4,147385993
2019,4,147385995
2019,4,147387270
2019,4,147385997
2019,4,147385998
2019,4,147386001
2019,4,147386000
2019,4,147386003
2019,4,147387280
2019,4,147380203
2019,4,147380205
2019,4,147386008
2019,4,147380208
2019,4,147380204
2019,4,147380206
2019,4,147386013
2019,4,147387282
2019,4,147386017
2019,4,147387296
2019,4,147387297
2019,4,147386023
2019,4,147386026
2019,4,147386035
2019,4,147387303
2019,4,147386041
2019,4,147380231
2019,4,147387309
2019,4,147387311
2019,4,147386049
2019,4,147387316
2019,4,147387320
2019,4,147387321
2019,4,147380249
2019,4,147380251
2019,4,147380250
2019,4,147387330
2019,4,147387333
2019,4,147386066
2019,4,147387340
2019,4,147386070
2019,4,147386073
2019,4,147387346
2019,4,147387717
2019,4,147391612
2019,4,147387730
2019,4,147391633
2019,4,147387749
2019,4,147387754
2019,4,147391659
2019,4,147387763
2019,4,147391674
2019,4,147391678
2019,4,147391689
2019,4,147387781
2019,4,147387793
2019,4,147391726
2019,4,147391727
2019,4,147391737
2019,4,147380619
2019,4,147387836
2019,4,147387841
2019,4,147380645
2019,4,147380653
2019,4,147387855
2019,4,147391831
2019,4,147387871
2019,4,147391843
2019,4,147387880
2019,4,147387889
2019,4,147391878
2019,4,147380687
2019,4,147380695
2019,4,147387900
2019,4,147380699
2019,4,147391914
2019,4,147391913
2019,4,147380714
2019,4,147391921
2019,4,147387929
2019,4,147387938
2019,4,147387936
2019,4,147387948
2019,4,147387957
2019,4,147391954
2019,4,147391953
2019,4,147391968
2019,4,147391970
2019,4,147391984
2019,4,147391983
2019,4,147380760
2019,4,147380763
2019,4,147392009
2019,4,147387998
2019,4,147387997
2019,4,147388008
2019,4,147388015
2019,4,147380786
2019,4,147388026
2019,4,147392077
2019,4,147392083
2019,4,147388055
2019,4,147388074
2019,4,147392113
2019,4,147392123
2019,4,147380820
2019,4,147392176
2019,4,147392178
2019,4,147388121
2019,4,147380870
2019,4,147392209
2019,4,147388144
2019,4,147392224
2019,4,147392223
2019,4,147392230
2019,4,147388180
2019,4,147380900
2019,4,147388186
2019,4,147388191
2019,4,147380916
2019,4,147380915
2019,4,147388199
2019,4,147392273
2019,4,147392317
2019,4,147392316
2019,4,147380941
2019,4,147388227
2019,4,147392328
2019,4,147392329
2019,4,147380977
2019,4,147392374
2019,4,147392399
2019,4,147388313
2019,4,147388326
2019,4,147381035
2019,4,147381042
2019,4,147388351
2019,4,147381049
2019,4,147388357
2019,4,147388367
2019,4,147392449
2019,4,147392450
2019,4,147381063
2019,4,147381062
2019,4,147392463
2019,4,147388388
2019,4,147381071
2019,4,147392469
2019,4,147388402
2019,4,147388403
2019,4,147388406
2019,4,147388408
2019,4,147388418
2019,4,147388427
2019,4,147388440
2019,4,147388445
2019,4,147388459
2019,4,147388462
2019,4,147381114
2019,4,147381123
2019,4,147381129
2019,4,147388500
2019,4,147381148
2019,4,147381147
2019,4,147388514
2019,4,147388515
2019,4,147392560
2019,4,147381169
2019,4,147388552
2019,4,147388551
2019,4,147388566
2019,4,147396184
2019,4,147396192
2019,4,147396195
2019,4,147392606
2019,4,147392613
2019,4,147392612
2019,4,147392614
2019,4,147388617
2019,4,147388616
2019,4,147388623
2019,4,147392630
2019,4,147396231
2019,4,147388634
2019,4,147388633
2019,4,147396248
2019,4,147388659
2019,4,147388664
2019,4,147392665
2019,4,147392666
2019,4,147396263
2019,4,147396269
2019,4,147388687
2019,4,147392692
2019,4,147388701
2019,4,147388700
2019,4,147388710
2019,4,147388716
2019,4,147396305
2019,4,147396306
2019,4,147392709
2019,4,147392719
2019,4,147392721
2019,4,147388757
2019,4,147388763
2019,4,147392733
2019,4,147392737
2019,4,147388797
2019,4,147396352
2019,4,147396351
2019,4,147388811
2019,4,147396375
2019,4,147396374
2019,4,147396386
2019,4,147388840
2019,4,147396397
2019,4,147396398
2019,4,147388851
2019,4,147388862
2019,4,147388867
2019,4,147396420
2019,4,147392813
2019,4,147392814
2019,4,147388887
2019,4,147388888
2019,4,147392829
2019,4,147392828
2019,4,147396429
2019,4,147388893
2019,4,147388918
2019,4,147388917
2019,4,147388939
2019,4,147388944
2019,4,147388952
2019,4,147388956
2019,4,147388957
2019,4,147388962
2019,4,147388974
2019,4,147396506
2019,4,147388993
2019,4,147396514
2019,4,147388999
2019,4,147389004
2019,4,147392977
2019,4,147389066
2019,4,147392999
2019,4,147389073
2019,4,147396591
2019,4,147389083
2019,4,147396605
2019,4,147396604
2019,4,147389111
2019,4,147393063
2019,4,147389119
2019,4,147389118
2019,4,147393079
2019,4,147393080
2019,4,147389137
2019,4,147389144
2019,4,147389163
2019,4,147389165
2019,4,147389164
2019,4,147393106
2019,4,147393105
2019,4,147389176
2019,4,147393112
2019,4,147389186
2019,4,147396683
2019,4,147396684
2019,4,147393123
2019,4,147396687
2019,4,147396688
2019,4,147389192
2019,4,147396693
2019,4,147389208
2019,4,147389211
2019,4,147389216
2019,4,147396721
2019,4,147396725
2019,4,147396724
2019,4,147389236
2019,4,147393204
2019,4,147393205
2019,4,147396740
2019,4,147396743
2019,4,147389266
2019,4,147396748
2019,4,147389270
2019,4,147389292
2019,4,147393261
2019,4,147389308
2019,4,147389311
2019,4,147389318
2019,4,147389328
2019,4,147389352
2019,4,147396812
2019,4,147389371
2019,4,147389381
2019,4,147389384
2019,4,147393377
2019,4,147389398
2019,4,147389399
2019,4,147389404
2019,4,147389408
2019,4,147389414
2019,4,147389413
2019,4,147393394
2019,4,147389416
2019,4,147389429
2019,4,147389435
2019,4,147393426
2019,4,147389445
2019,4,147389454
2019,4,147389469
2019,4,147389475
2019,4,147389484
2019,4,147396878
2019,4,147389488
2019,4,147389489
2019,4,147389498
2019,4,147389501
2019,4,147389500
2019,4,147389505
2019,4,147389514
2019,4,147393510
2019,4,147389530
2019,4,147393524
2019,4,147389543
2019,4,147393567
2019,4,147393568
2019,4,147393566
2019,4,147389553
2019,4,147389559
2019,4,147389567
2019,4,147389570
2019,4,147389571
2019,4,147393597
2019,4,147389601
2019,4,147389616
2019,4,147389615
2019,4,147393652
2019,4,147389622
2019,4,147389625
2019,4,147389624
2019,4,147389623
2019,4,147389634
2019,4,147389633
2019,4,147396971
2019,4,147389645
2019,4,147389653
2019,4,147389656
2019,4,147389660
2019,4,147389678
2019,4,147389685
2019,4,147393760
2019,4,147393761
2019,4,147389690
2019,4,147389691
2019,4,147389696
2019,4,147389702
2019,4,147389705
2019,4,147393809
2019,4,147389726
2019,4,147397044
2019,4,147393836
2019,4,147389737
2019,4,147389747
2019,4,147389748
2019,4,147389751
2019,4,147393873
2019,4,147389758
2019,4,147389760
2019,4,147389761
2019,4,147389782
2019,4,147389781
2019,4,147389783
2019,4,147389795
2019,4,147389796
2019,4,147389814
2019,4,147389813
2019,4,147389819
2019,4,147389821
2019,4,147389822
2019,4,147393958
2019,4,147389831
2019,4,147389833
2019,4,147389839
2019,4,147389845
2019,4,147389846
2019,4,147393994
2019,4,147389866
2019,4,147389867
2019,4,147397138
2019,4,147397139
2019,4,147389879
2019,4,147394032
2019,4,147394038
2019,4,147389890
2019,4,147389891
2019,4,147389899
2019,4,147389900
2019,4,147394064
2019,4,147394063
2019,4,147397155
2019,4,147389909
2019,4,147389912
2019,4,147389922
2019,4,147394084
2019,4,147394095
2019,4,147389930
2019,4,147389932
2019,4,147389931
2019,4,147389935
2019,4,147389936
2019,4,147389937
2019,4,147389938
2019,4,147394117
2019,4,147389952
2019,4,147389959
2019,4,147389962
2019,4,147394152
2019,4,147389968
2019,4,147389969
2019,4,147389975
2019,4,147389977
2019,4,147397209
2019,4,147394165
2019,4,147394169
2019,4,147394168
2019,4,147397213
2019,4,147389995
2019,4,147394179
2019,4,147390002
2019,4,147397232
2019,4,147397231
2019,4,147394195
2019,4,147390005
2019,4,147390009
2019,4,147390014
2019,4,147390016
2019,4,147394215
2019,4,147394218
2019,4,147397261
2019,4,147397262
2019,4,147386079
2019,4,147380270
2019,4,147380278
2019,4,147387369
2019,4,147386114
2019,4,147386136
2019,4,147386143
2019,4,147387392
2019,4,147386155
2019,4,147387402
2019,4,147380317
2019,4,147380350
2019,4,147387438
2019,4,147380356
2019,4,147387449
2019,4,148057052
2019,4,148049688
2019,4,148056146
2019,4,148057149
2019,4,148049712
2019,4,148057003
2019,4,148057172
2019,4,148049754
2019,1,148049790
2019,4,148049803
2019,3,148064061
2019,4,148067125
2019,4,148061239
2019,4,148049776
2019,4,148049857
2019,4,148057307
2019,4,148057306
2019,4,148057310
2019,4,148057321
2019,4,148057322
2019,4,148049953
2019,4,148061513
2019,4,148050047
2019,4,148050056
2019,4,148061611
2019,4,148061674
2019,4,148061730
2019,4,148050161
2019,4,148050173
2019,4,148050176
2019,4,148050204
2019,4,148050213
2019,4,148061833
2019,4,148061832
2019,4,148050244
2019,4,148050283
2019,4,148061901
2019,4,148061936
2019,4,148061950
2019,4,148062006
2019,4,148062019
2019,4,148062056
2019,4,148050434
2019,4,148050448
2019,4,148057763
2019,4,148062133
2019,4,148062132
2019,4,148057775
2019,4,148062186
2019,4,148050557
2019,4,148050577
2019,4,148062282
2019,4,148050586
2019,4,148050587
2019,4,148050618
2019,4,148062354
2019,4,148057924
2019,4,148062396
2019,4,148062468
2019,4,148057963
2019,4,148057964
2019,4,148062532
2019,4,148058024
2019,4,148050830
2019,4,148050829
2019,4,148062667
2019,4,148062677
2019,4,148062700
2019,4,148050933
2019,4,148062749
2019,4,148050998
2019,4,148051004
2019,4,148062794
2019,4,148062830
2019,4,148062866
2019,4,148062884
2019,4,148062922
2019,4,148051150
2019,4,148062967
2019,4,148062992
2019,3,148058320
2019,3,148066197
2019,4,148063036
2019,4,148058339
2019,4,148066238
2019,4,148063106
2019,4,148066284
2019,4,148058399
2019,4,148063196
2019,3,148058430
2019,3,148066362
2019,4,148066399
2019,4,148066409
2019,4,148063298
2019,4,148066462
2019,4,148058546
2019,4,148058550
2019,3,148063384
2019,4,148066558
2019,4,148058593
2019,4,148063454
2019,4,148058613
2019,4,148058625
2019,4,148063495
2019,4,148066631
2019,3,148066650
2019,3,148063515
2019,4,148058690
2019,4,148066713
2019,4,148063568
2019,4,148063582
2019,4,148058717
2019,4,148066754
2019,4,148066782
2019,4,148063677
2019,4,148066781
2019,4,148063696
2019,4,148058783
2019,4,148066845
2019,4,148058820
2019,3,148066867
2019,3,148066866
2019,3,148063767
2019,4,148058847
2019,4,148066897
2019,4,148058881
2019,4,148058904
2019,4,148058920
2019,4,148066964
2019,4,148066971
2019,4,148063903
2019,4,148066974
2019,4,148058956
2019,4,148064013
2019,4,148064034
2019,4,148064041
2019,4,148067110
2019,4,148067154
2019,4,148059098
2019,4,148067164
2019,4,148067195
2019,4,148067203
2019,4,148067214
2019,4,148067213
2019,4,148059175
2019,4,148059185
2019,4,148064225
2019,4,148067316
2019,4,148064272
2019,4,148064273
2019,4,148064282
2019,4,148067345
2019,4,148067362
2019,4,148064311
2019,4,148064324
2019,4,148067394
2019,4,148067395
2019,4,148059299
2019,4,148059300
2019,4,148059307
2019,4,148059306
2019,4,148067417
2019,4,148064379
2019,4,148064381
2019,4,148064389
2019,4,148064400
2019,4,148059330
2019,4,148064406
2019,4,148059362
2019,4,148059367
2019,4,148067488
2019,4,148067491
2019,4,148059385
2019,4,148067496
2019,4,148064501
2019,4,148064510
2019,4,148067558
2019,4,148064540
2019,4,148059449
2019,4,148059450
2019,4,148064558
2019,4,148064559
2019,4,148067595
2019,4,148064586
2019,4,148064585
2019,4,148059482
2019,4,148064609
2019,4,148067646
2019,4,148064620
2019,4,148064623
2019,4,148064630
2019,3,148067673
2019,3,148067672
2019,4,148067690
2019,4,148064660
2019,4,148067712
2019,4,148067711
2019,4,148064694
2019,4,148067764
2019,4,148064719
2019,4,148067810
2019,4,148059626
2019,3,148067823
2019,4,148067831
2019,4,148064758
2019,4,148067854
2019,4,148067868
2019,4,148059668
2019,4,148059669
2019,4,148067902
2019,4,148059728
2019,4,148067974
2019,3,148067983
2019,4,148064878
2019,4,148064901
2019,4,148068038
2019,4,148068048
2019,3,148064955
2019,1,148068079
2019,4,148068081
2019,4,148068080
2019,4,148068122
2019,4,148064997
2019,3,148059862
2019,4,148068147
2019,4,148059881
2019,4,148065076
2019,4,148065074
2019,4,148059915
2019,4,148065079
2019,4,148059942
2019,4,148068221
2019,4,148065119
2019,4,148065126
2019,4,148065163
2019,4,148065181
2019,4,148068279
2019,4,148060001
2019,4,148060016
2019,4,148060030
2019,4,148068315
2019,4,148065228
2019,4,148068333
2019,4,148068352
2019,4,148065271
2019,4,148065296
2019,4,148065300
2019,4,148060151
2019,4,148068438
2019,4,148065345
2019,4,148068441
2019,4,148060176
2019,4,148068463
2019,4,148060199
2019,4,148060208
2019,4,148068511
2019,4,148065432
2019,4,148065440
2019,4,148065445
2019,4,148060263
2019,4,148060264
2019,4,148060277
2019,4,148068593
2019,4,148065496
2019,4,148060328
2019,3,148060342
2019,4,148068632
2019,4,148060376
2019,4,148065552
2019,4,148068655
2019,4,148068656
2019,3,148252439
2019,4,148248916
2019,4,148252449
2019,4,148248931
2019,4,148257545
2019,4,148248985
2019,4,148257582
2019,4,148252531
2019,4,148249017
2019,4,148249074
2019,3,148249094
2019,3,148249109
2019,4,148252632
2019,4,148257760
2019,4,148249139
2019,4,148249153
2019,4,148252655
2019,4,148249169
2019,4,148249197
2019,4,148249204
2019,4,148249242
2019,1,148252703
2019,4,148252712
2019,4,148249269
2019,3,148249275
2019,4,148252727
2019,4,148258004
2019,3,148249319
2019,3,148258069
2019,1,148249343
2019,4,148249353
2019,4,148252795
2019,4,148249385
2019,4,148258161
2019,3,148249392
2019,4,148258181
2019,4,148249413
2019,4,148249414
2019,4,148258206
2019,4,148258244
2019,4,148252839
2019,4,148249462
2019,4,148249463
2019,4,148252846
2019,4,148258290
2019,4,148258291
2019,4,148249478
2019,4,148258339
2019,4,148258340
2019,4,148249514
2019,4,148258435
2019,4,148258455
2019,1,148249582
2019,4,148249590
2019,4,148258502
2019,4,148258520
2019,4,148252953
2019,4,148249633
2019,4,148258557
2019,4,148252971
2019,4,148249667
2019,4,148258592
2019,3,148249677
2019,4,148249693
2019,4,148249700
2019,4,148249705
2019,4,148249722
2019,4,148253032
2019,4,148253036
2019,4,148249737
2019,4,148253049
2019,4,148249743
2019,4,148249753
2019,4,148249758
2019,4,148258737
2019,4,148249776
2019,4,148258757
2019,4,148258765
2019,4,148258764
2019,4,148249792
2019,3,148258777
2019,4,148257473
2019,3,148257486
2019,3,148252437
2019,4,148248935
2019,4,148252477
2019,4,148252493
2019,4,148252543
2019,4,148252610
2019,4,148249106
2019,4,148257776
2019,3,148257834
2019,4,148249190
2019,4,148252677
2019,4,148257907
2019,4,148257976
2019,4,148257977
2019,4,148249271
2019,3,148257996
2019,4,148249287
2019,4,148249293
2019,4,148258019
2019,4,148258017
2019,4,148249334
2019,4,148252764
2019,4,148249352
2019,4,148258108
2019,4,148249361
2019,4,148252419
2019,3,148252427
2019,4,148252446
2019,3,148252467
2019,3,148252466
2019,4,148252487
2019,4,148248994
2019,4,148249038
2019,3,148257653
2019,4,148249054
2019,4,148257702
2019,4,148257707
2019,4,148249120
2019,3,148257757
2019,4,148249147
2019,4,148249146
2019,4,148249157
2019,3,148257873
2019,3,148252680
2019,4,148257878
2019,3,148257884
2019,4,148249230
2019,4,148249262
2019,4,148252716
2019,4,148249289
2019,4,148249299
2019,4,148258021
2019,4,148252743
2019,4,148258046
2019,4,148258055
2019,4,148258149
2019,4,148252797
2019,4,148258164
2019,4,148249398
2019,4,148249404
2019,4,148249419
2019,4,148249427
2019,4,148249435
2019,4,148249443
2019,4,148258264
2019,4,148258263
2019,4,146795739
2019,4,146795742
2019,4,146821265
2019,4,147382137
2019,4,147382138
2019,4,147382183
2019,4,147373985
2019,4,147382201
2019,4,147382210
2019,4,147374017
2019,4,147374027
2019,4,147382294
2019,4,147374093
2019,4,147382368
2019,4,147374117
2019,4,147374132
2019,4,147374149
2019,4,147374153
2019,4,147374155
2019,4,147374154
2019,4,147382445
2019,4,147377765
2019,4,147382463
2019,4,147377773
2019,4,147382469
2019,4,147377778
2019,4,147377779
2019,4,147377788
2019,4,147382499
2019,4,147382521
2019,4,147377826
2019,4,147382569
2019,4,147377864
2019,4,147382612
2019,4,147382632
2019,4,147382642
2019,4,147382656
2019,4,147377906
2019,4,147374372
2019,4,147382675
2019,4,147377922
2019,4,147374422
2019,4,147374431
2019,4,147374430
2019,4,147382756
2019,4,147382808
2019,4,147374497
2019,4,147374530
2019,4,147374529
2019,4,147382871
2019,4,147374562
2019,4,147382896
2019,4,147378042
2019,4,147378051
2019,4,147378072
2019,4,147382967
2019,4,147382979
2019,4,147382982
2019,4,147383032
2019,4,147374701
2019,4,147383055
2019,4,147383075
2019,4,147374743
2019,4,147374779
2019,4,147383135
2019,4,147374811
2019,4,147374812
2019,4,147383156
2019,4,147374849
2019,4,147374860
2019,4,147383232
2019,4,147383230
2019,4,147374889
2019,4,147383253
2019,4,147374915
2019,4,147383269
2019,4,147374928
2019,4,147374973
2019,4,147378353
2019,4,147378361
2019,4,147383414
2019,4,147378386
2019,4,147378400
2019,4,147383476
2019,4,147375086
2019,4,147375099
2019,4,147378457
2019,4,147383522
2019,4,147383527
2019,4,147378524
2019,4,147383652
2019,4,147375274
2019,4,147378567
2019,4,147375314
2019,4,147383696
2019,4,147378587
2019,4,147378586
2019,4,147383708
2019,4,147375346
2019,4,147375378
2019,4,147375386
2019,4,147383762
2019,4,147378675
2019,4,147375446
2019,4,147383827
2019,4,147375473
2019,4,147375472
2019,4,147383875
2019,4,147383896
2019,4,147378754
2019,4,147375548
2019,4,147383935
2019,4,147378775
2019,4,147378793
2019,4,147378798
2019,4,147378820
2019,4,147375617
2019,4,147378830
2019,4,147384000
2019,4,147384002
2019,4,147384057
2019,4,147384088
2019,4,147375688
2019,4,147384098
2019,4,147375701
2019,4,147378937
2019,4,147378952
2019,4,148059062
2019,4,148067159
2019,4,148064110
2019,4,148067181
2019,4,148059115
2019,4,148059119
2019,4,148059122
2019,4,148067205
2019,4,148059140
2019,4,148064165
2019,4,148059157
2019,4,148059165
2019,4,148064202
2019,4,148059189
2019,4,148064266
2019,4,148064280
2019,4,148064308
2019,4,148064316
2019,4,148067374
2019,4,148064358
2019,4,148067418
2019,4,148064380
2019,4,148059314
2019,4,148067444
2019,4,148059345
2019,4,148064430
2019,4,148064436
2019,4,148059375
2019,4,148059377
2019,4,148059380
2019,4,148067516
2019,4,148064481
2019,4,148064483
2019,4,148067529
2019,4,148064507
2019,4,148064515
2019,4,148064513
2019,4,148064520
2019,4,148067554
2019,4,148067555
2019,4,148067566
2019,4,148067568
2019,4,148059467
2019,4,148067616
2019,4,148059485
2019,4,148067631
2019,4,148067630
2019,4,148059502
2019,4,148064621
2019,4,148059509
2019,4,148064632
2019,4,148059530
