"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2019,133531373,138385978,17,42289368
2019,133531373,138385980,18,42289369
2019,133541511,138382676,3,42298380
2019,133536611,138378749,25,42289378
2019,133531393,138378749,1,42298381
2019,133536611,138378750,1,42294512
2019,133531393,138378750,25,42298382
2019,133536615,138378753,25,42294514
2019,133536613,138382688,25,42298384
2019,133536613,138378753,3,42298385
2019,133536615,138382688,3,42294513
2019,133536623,138386000,15,42294515
2019,133536631,138378765,19,42294518
2019,133541540,138378779,9,42289392
2019,133541549,138382721,18,42298394
2019,133541561,138386046,25,42298403
2019,133541560,138386046,21,42289393
2019,133541561,138386045,21,42298402
2019,133541560,138386045,25,42298401
2019,133531434,138378806,16,42289396
2019,133541579,138382741,24,42294541
2019,133536679,138378818,21,42294543
2019,133531450,138382748,1,42294555
2019,133541602,138386081,18,42294557
2019,133541616,138386093,18,42298423
2019,133541629,138382768,3,42298426
2019,133541629,138382769,18,42298427
2019,133541629,138382770,18,42298428
2019,133541630,138382767,3,42298430
2019,133541630,138382768,25,42298431
2019,133541630,138382770,1,42298433
2019,133541629,138382767,25,42298425
2019,133541630,138382769,1,42298432
2019,133541628,138378861,21,42298429
2019,133541582,138378819,3,42298406
2019,133536686,138378828,1,42294553
2019,133536688,138378828,1,42298410
2019,133531443,138378822,1,42294545
2019,133541649,138378877,18,42298448
2019,133541649,138386124,18,42298447
2019,133541664,138386142,16,42289414
2019,133541668,138386145,18,42298456
2019,133541668,138378883,1,42298455
2019,133541671,138378883,1,42298459
2019,133541668,138378882,1,42298454
2019,133541671,138386145,18,42298460
2019,133541671,138378882,1,42298458
2019,133541704,138386181,18,42289429
2019,133541705,138382811,3,42298474
2019,133536759,138386190,18,42298477
2019,133541715,138386195,16,42298479
2019,133536764,138386200,19,42294582
2019,133536767,138382822,1,42289433
2019,133536767,138382823,9,42294583
2019,133531529,138386222,18,42289434
2019,133531529,138386223,3,42289435
2019,133531535,138382834,25,42298492
2019,133531536,138382835,25,42289439
2019,133531536,138382834,3,42289438
2019,133531535,138382835,3,42289437
2019,133541751,138378950,3,42289441
2019,133541762,138378954,21,42298494
2019,133541771,138382856,3,42298496
2019,133536807,138382864,25,42294592
2019,133541783,138386265,25,42298503
2019,133536807,138386265,21,42294593
2019,133541783,138382864,21,42298502
2019,133541787,138378974,16,42289445
2019,133541800,138378983,18,42298505
2019,133536815,138382881,14,42294600
2019,133541825,138379011,14,42298510
2019,133536829,138379010,14,42294603
2019,133541825,138379010,14,42298509
2019,133536829,138379011,14,42294604
2019,133541836,138386299,3,42298514
2019,133541835,138382903,3,42298513
2019,133536858,138386312,18,42294616
2019,133536864,138382930,18,42289458
2019,133536864,138382931,16,42289459
2019,133536864,138382933,16,42294619
2019,133536864,138382932,16,42289460
2019,133541865,138386331,3,42298525
2019,133541866,138386331,18,42298527
2019,133541865,138386330,25,42298524
2019,133541866,138386330,3,42298526
2019,133541874,138379060,11,42298530
2019,133536874,138382939,1,42294624
2019,133541876,138386343,1,42298531
2019,133541897,138382954,19,42298538
2019,133541904,138382958,18,42298539
2019,133541914,138386378,15,42298543
2019,133531639,138382966,18,42289469
2019,133541928,138386391,25,42298548
2019,133541930,138386391,3,42298551
2019,133541928,138386390,3,42289472
2019,133541930,138386390,25,42298550
2019,133541937,138386404,3,42298554
2019,133536928,138382985,18,42294642
2019,133541943,138382989,3,42298560
2019,133541943,138382990,1,42298561
2019,133541945,138386414,18,42298562
2019,133531658,138382992,18,42289477
2019,133531661,138382993,18,42289479
2019,133531661,138382992,1,42294646
2019,133531658,138382993,1,42289478
2019,133541950,138379110,16,42289480
2019,133541958,138379115,16,42298564
2019,133536945,138379120,1,42294649
2019,133536944,138379120,1,42294648
2019,133536954,138379129,16,42294653
2019,133536954,138379130,16,42294654
2019,133541975,138379131,15,42298568
2019,133541990,138386457,6,42298572
2019,133541994,138386460,9,42298577
2019,133541994,138386459,25,42298576
2019,133541993,138386460,25,42298575
2019,133541993,138386459,3,42298574
2019,133542003,138383034,1,42298580
2019,133542008,138379149,3,42294659
2019,133536979,138379149,24,42294660
2019,133536980,138379149,24,42294661
2019,133542030,138386495,25,42298587
2019,133542030,138386496,1,42298588
2019,133537001,138386496,25,42294668
2019,133537001,138386495,1,42298589
2019,133542034,138386500,3,42298591
2019,133542039,138386506,18,42294669
2019,133542052,138386520,18,42298593
2019,133542074,138379206,5,42294677
2019,133542070,138386539,25,42298606
2019,133542069,138386539,21,42298604
2019,133542069,138386540,25,42298605
2019,133542070,138386540,21,42298607
2019,133531735,138386548,3,42289493
2019,133542088,138379225,21,42294680
2019,133542109,138386583,21,42298625
2019,133542112,138386584,3,42298626
2019,133531763,138383112,18,42289503
2019,133542124,138379258,9,42294694
2019,133542135,138383117,18,42289507
2019,133537099,138386608,14,42294702
2019,133537099,138386609,25,42294703
2019,133537100,138386609,18,42294705
2019,133537100,138386608,25,42294704
2019,133531774,138379282,3,42289508
2019,133537111,138386619,1,42294710
2019,133537123,138379305,18,42289513
2019,133537122,138379303,18,42289511
2019,133537122,138379305,18,42294713
2019,133537123,138379303,18,42294714
2019,133542171,138386640,5,42298635
2019,133542185,138379345,1,42289519
2019,133542185,138383151,1,42298640
2019,133542186,138383151,1,42298641
2019,133542186,138379345,1,42298642
2019,133542204,138386673,3,42294725
2019,133542242,138379381,3,42298659
2019,133542245,138386715,18,42294736
2019,133542248,138383196,1,42298660
2019,133542283,138386762,3,42298669
2019,133542279,138383221,16,42289538
2019,133531871,138386769,18,42289545
2019,133542302,138379419,1,42294757
2019,133542312,138379430,19,42298676
2019,133542318,138386804,14,42298678
2019,133542329,138386814,18,42298684
2019,133542354,138386835,3,42298700
2019,133542363,138386849,16,42298702
2019,133542379,138386867,18,42298705
2019,133542379,138386868,18,42298706
2019,133537312,138386874,25,42294779
2019,133542384,138383310,25,42294777
2019,133542384,138386874,5,42298707
2019,133537312,138383310,17,42294778
2019,133542391,138383314,15,42294783
2019,133542398,138386883,19,42298709
2019,133537328,138379504,9,42294786
2019,133542407,138379510,5,42298711
2019,133542409,138386891,1,42298712
2019,133542410,138386891,25,42298714
2019,133542409,138386892,25,42298713
2019,133542410,138386892,1,42298715
2019,133542418,138386898,16,42298716
2019,133531987,138383351,3,42289601
2019,133542435,138386917,3,42298723
2019,133542432,138386914,3,42298721
2019,133542433,138386915,16,42298722
2019,133542440,138379548,16,42298724
2019,133542449,138383364,16,42298726
2019,133542460,138386942,21,42298729
2019,133537382,138379565,3,42294822
2019,133542476,138386961,19,42298736
2019,133542481,138379583,14,42298737
2019,133542489,138386972,15,42298743
2019,133542501,138386978,3,42298745
2019,133542507,138386983,3,42298747
2019,133542524,138383403,9,42298749
2019,133542528,138383410,18,42298753
2019,133542528,138383411,25,42298754
2019,133542527,138383411,18,42298752
2019,133542527,138383410,25,42298751
2019,133542538,138387018,16,42298757
2019,133532071,138387032,16,42298765
2019,133542546,138387031,3,42298762
2019,133542546,138387030,25,42294844
2019,133542547,138387030,3,42298763
2019,133542547,138387031,25,42298764
2019,133537444,138379637,14,42298770
2019,133542561,138383436,16,42298772
2019,133542561,138383435,16,42298771
2019,133542569,138379642,3,42298775
2019,133521849,138380026,25,42296399
2019,133521848,138380026,21,42296397
2019,133521849,138375076,21,42296400
2019,133528870,138375141,3,42288275
2019,133522018,138371079,16,42296460
2019,133522122,138371184,18,42296485
2019,133522272,138371349,18,42296536
2019,133522405,138371488,16,42296571
2019,133522536,138371648,1,42296618
2019,133522595,138371708,3,42296637
2019,133522659,138371771,3,42296665
2019,133522757,138371861,19,42296702
2019,133522760,138371861,25,42296705
2019,133522757,138375681,25,42296701
2019,133522760,138375681,19,42296704
2019,133522784,138371897,18,42293246
2019,133522801,138371914,17,42296731
2019,133522820,138375721,3,42288414
2019,133522830,138371943,8,42296751
2019,133522900,138372029,5,42296762
2019,133522900,138372030,25,42296763
2019,133522901,138372030,17,42296765
2019,133522901,138372029,25,42296764
2019,133529295,138372063,17,42296781
2019,133537942,138372076,1,42296785
2019,133533837,138375805,16,42296792
2019,133533839,138375805,16,42293295
2019,133533850,138375817,5,42293296
2019,133533858,138372139,18,42288445
2019,133529332,138375836,18,42296809
2019,133529332,138380590,18,42296812
2019,133529332,138372162,18,42296810
2019,133538066,138372214,16,42293310
2019,133529375,138380630,9,42288455
2019,133538146,138375908,18,42296858
2019,133538151,138380643,18,42296859
2019,133538261,138372424,5,42293360
2019,133538269,138375990,3,42293364
2019,133538344,138372512,16,42293377
2019,133538383,138372547,18,42293382
2019,133538418,138372591,3,42293387
2019,133538466,138376081,3,42293397
2019,133538493,138372676,1,42288515
2019,133529521,138372698,6,42293407
2019,133534119,138372715,18,42293410
2019,133538559,138376128,21,42288531
2019,133529546,138376132,1,42288534
2019,133538577,138372777,19,42288541
2019,133534145,138372777,25,42293431
2019,133534145,138372778,19,42297046
2019,133538577,138372778,25,42297049
2019,133534152,138372790,6,42297057
2019,133534191,138380843,6,42293463
2019,133529597,138372878,3,42297121
2019,133538723,138372927,18,42297138
2019,133538733,138372943,21,42293476
2019,133538736,138380888,18,42293477
2019,133534255,138372986,15,42288576
2019,133522289,138380259,3,42296544
2019,133522322,138371408,25,42288333
2019,133522320,138371408,1,42293153
2019,133522320,138371410,25,42296558
2019,133522322,138371410,1,42296559
2019,133522410,138371493,1,42296572
2019,133522410,138371494,18,42296573
2019,133522558,138375570,18,42296626
2019,133522571,138375578,18,42296631
2019,133522601,138371713,14,42296641
2019,133522606,138380389,21,42296643
2019,133534341,138373149,3,42293529
2019,133534405,138373263,26,42297304
2019,133539153,138373406,1,42297345
2019,133534485,138373413,18,42297346
2019,133529826,138373482,18,42288672
2019,133534525,138373482,18,42288671
2019,133539241,138373507,1,42297387
2019,133529866,138376639,1,42297444
2019,133539397,138373677,16,42293680
2019,133539405,138373682,16,42293681
2019,133534839,138376880,22,42293748
2019,133534917,138376952,1,42293776
2019,133534917,138374038,25,42293775
2019,133534920,138376952,25,42297602
2019,133534920,138374038,1,42288804
2019,133539827,138377057,21,42288834
2019,133539855,138374176,16,42297669
2019,133530304,138381580,1,42288895
2019,133535239,138374414,13,42293921
2019,133540178,138381661,18,42288932
2019,133540206,138377436,19,42288941
2019,133535343,138374543,1,42297805
2019,133535343,138374544,1,42297806
2019,133540226,138377455,15,42297816
2019,133540219,138374558,18,42293979
2019,133535359,138374558,18,42297818
2019,133535354,138374558,18,42297813
2019,133540228,138374558,18,42297817
2019,133540225,138374558,18,42288945
2019,133540220,138374558,18,42297812
