"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2019,133553060,138388695,16,42299381
2019,133544081,138388695,25,42290023
2019,133544081,138390827,16,42299382
2019,133544083,138390827,25,42299385
2019,133544083,138390828,16,42299386
2019,133553063,138384481,9,42295278
2019,133544091,138388704,1,42299388
2019,133548542,138388717,9,42295283
2019,133553073,138388724,24,42290030
2019,133548561,138390851,18,42299395
2019,133544133,138390855,6,42299398
2019,133544156,138384515,25,42299404
2019,133544155,138384515,16,42290036
2019,133544155,138384516,25,42295298
2019,133544156,138384516,16,42299405
2019,133544166,138390883,21,42299408
2019,133548586,138390885,26,42295300
2019,133544168,138390885,18,42295301
2019,133544178,138388807,21,42295306
2019,133553115,138388808,18,42290041
2019,133553116,138388810,1,42290042
2019,133544181,138384528,1,42299414
2019,133544182,138390905,16,42295309
2019,133544183,138390905,25,42299416
2019,133544182,138390904,25,42295308
2019,133544183,138390904,16,42299415
2019,133544185,138388816,18,42299417
2019,133548608,138388823,18,42295312
2019,133548608,138388822,18,42295311
2019,133548608,138388824,18,42295313
2019,133544205,138388830,16,42299424
2019,133548629,138384555,25,42295317
2019,133548629,138388846,3,42295318
2019,133544222,138388846,25,42295320
2019,133544222,138384555,3,42295319
2019,133548634,138384558,18,42295323
2019,133548639,138388858,1,42295325
2019,133553153,138384565,1,42299435
2019,133544234,138384565,1,42299436
2019,133544242,138388869,9,42299441
2019,133544257,138390981,16,42299452
2019,133548667,138390981,16,42295344
2019,133548667,138390980,18,42295343
2019,133544257,138390980,18,42299451
2019,133553176,138390982,18,42295347
2019,133544258,138388892,18,42295346
2019,133553176,138388892,18,42295348
2019,133544259,138388892,18,42290057
2019,133544258,138388893,18,42299454
2019,133544258,138390982,18,42299453
2019,133544259,138390982,18,42290056
2019,133553176,138388893,18,42295349
2019,133544259,138388893,18,42290058
2019,133544266,138388899,18,42290059
2019,133544265,138388899,18,42299457
2019,133544266,138388901,18,42299460
2019,133544265,138388901,18,42299458
2019,133544267,138384583,18,42299459
2019,133544271,138384587,6,42299462
2019,133544272,138384587,1,42299463
2019,133544274,138388907,1,42299465
2019,133548687,138391008,17,42299468
2019,133553204,138391023,25,42290063
2019,133544298,138391021,25,42299476
2019,133544298,138391023,1,42299477
2019,133553204,138391021,1,42299474
2019,133553211,138384619,18,42295360
2019,133553213,138388946,16,42290068
2019,133553212,138388945,16,42299483
2019,133553213,138388945,25,42290067
2019,133553212,138388946,25,42299484
2019,133544318,138384625,18,42290069
2019,133553217,138388957,17,42295366
2019,133548732,138391051,25,42295374
2019,133548733,138388972,25,42295375
2019,133548733,138391051,21,42295376
2019,133548732,138388972,21,42295373
2019,133548741,138388985,7,42295382
2019,133548745,138384650,18,42290076
2019,133548745,138388988,25,42290075
2019,133544358,138384650,25,42295387
2019,133544358,138388988,18,42295386
2019,133544377,138391078,26,42299506
2019,133544379,138391079,18,42299508
2019,133544409,138391112,18,42299514
2019,133544410,138391111,16,42299515
2019,133544410,138391112,18,42299516
2019,133544409,138391111,25,42299513
2019,133544425,138384702,3,42290091
2019,133548812,138384714,3,42295412
2019,133553290,138389067,18,42295413
2019,133544449,138389075,3,42299524
2019,133548825,138384723,16,42295423
2019,133553301,138384731,3,42290094
2019,133544464,138389094,4,42299528
2019,134464356,139291548,18,42746859
2019,134464301,139291441,18,42751902
2019,134459514,139291738,18,42746897
2019,134464484,139296619,3,42751966
2019,134459731,139291958,24,42746962
2019,134459809,139288243,3,42742649
2019,134464587,139296734,4,42751990
2019,134459829,139296735,15,42746993
2019,134459859,139292081,24,42747006
2019,134464611,139296762,5,42751995
2019,134464612,139296762,21,42751996
2019,134464631,139296786,24,42752008
2019,134464712,139292317,24,42742727
2019,134464724,139292336,3,42752035
2019,134464840,139292549,21,42742789
2019,134470212,139292549,5,42742788
2019,134464841,139292549,5,42752081
2019,134464847,139292559,9,42752082
2019,134464870,139296994,17,42752094
2019,134470278,139288656,15,42742803
2019,134460448,139292660,1,42747225
2019,134771577,139633126,24,42886248
2019,134771577,139633125,24,42886247
2019,134774143,139640373,18,42887724
2019,134774190,139640416,1,42887730
2019,134774106,139640337,3,42887705
2019,134774228,139640461,1,42887735
2019,134470068,139288453,26,42742740
2019,134464769,139292421,17,42752042
2019,134470141,139292431,25,42747155
2019,134470141,139292432,11,42747156
2019,134460223,139292431,10,42747157
2019,134460223,139292432,25,42747158
2019,134459252,139291430,18,42746830
2019,134459251,139291430,25,42746829
2019,134459251,139291431,18,42742533
2019,134459252,139291431,25,42746831
2019,134459718,139291946,24,42746959
2019,134464399,139296528,1,42751933
2019,134464596,139296743,16,42742658
2019,134464652,139296806,3,42752010
2019,134460028,139292235,16,42747100
2019,134460028,139292234,16,42747099
2019,134464680,139292254,17,42752024
2019,134464680,139296829,1,42752025
2019,134470009,139296831,1,42742709
2019,134470022,139292282,25,42752027
2019,134470023,139296842,25,42742716
2019,134470022,139296842,18,42742714
2019,134470023,139292282,18,42742715
2019,134460214,139292418,15,42747152
2019,134464767,139292417,15,42752040
2019,134460214,139292417,25,42747151
2019,134464767,139292418,25,42752041
2019,134464825,139296958,1,42752067
2019,134464867,139288626,3,42752091
2019,134464892,139297020,21,42747219
2019,134464912,139297038,24,42752102
2019,134464914,139297038,24,42752104
2019,134464913,139297038,24,42752103
2019,134464925,139288665,8,42752107
2019,134460490,139292700,16,42752114
2019,134464946,139297058,26,42752117
2019,134460536,139292751,3,42747248
2019,134464959,139292752,17,42752121
2019,134465032,139288751,21,42752137
2019,134465035,139297139,1,42752138
2019,134464307,139287854,9,42751904
2019,134969943,139852652,1,42958989
2019,134966319,139848424,10,42964233
2019,134960443,139848478,25,42955582
2019,134960442,139852801,25,42959047
2019,134960443,139852801,18,42955583
2019,134960442,139848478,18,42959046
2019,134960486,139843072,1,42955606
2019,134970214,139852914,3,42959086
2019,134970260,139852962,3,42959115
2019,134960526,139853001,3,42959139
2019,134970303,139853016,24,42959141
2019,134970303,139853014,24,42959140
2019,134970328,139853039,1,42959153
2019,134966517,139848632,14,42964308
2019,134966554,139848675,3,42964332
2019,118539402,121868277,17,36253386
2019,118539403,121868277,15,36253387
2019,118539401,121868277,17,36253377
2019,118535653,121857698,9,36257003
2019,118539436,121857698,9,36253402
2019,118539482,121868373,21,36253414
2019,118540477,121869430,16,36253720
2019,118542643,121869656,24,36253782
2019,118533767,121849433,3,36243177
2019,118529592,121849493,16,36256254
2019,118529647,121859767,3,36251916
2019,118525866,121849558,16,36251921
2019,118525917,121849608,18,36251945
2019,118525972,121855792,3,36251968
2019,118525979,121859842,9,36243232
2019,118526055,121864742,3,36251998
2019,118536331,121855915,18,36252076
2019,118536331,121855914,18,36252075
2019,118536328,121855914,18,36252073
2019,118536328,121855913,18,36252072
2019,118536331,121855913,18,36252074
2019,118536328,121855915,18,36243301
2019,118537005,121856228,3,36256409
2019,118534250,121856224,18,36252362
2019,118537511,121866299,3,36252488
2019,118530604,121860793,17,36256474
2019,118537566,121866353,10,36252505
2019,118537566,121866354,25,36252506
2019,118537564,121866353,25,36252502
2019,118537564,121866354,11,36252504
2019,118537596,121860833,3,36243577
2019,118539062,121867907,21,36253216
2019,118539355,121868238,16,36253354
2019,118539396,121868281,17,36253379
2019,118539418,121868313,1,36253396
2019,118539426,121868321,18,36253399
2019,118539462,121862205,16,36244089
2019,118539296,121868161,21,36253331
2019,118539297,121868161,24,36253332
2019,118539372,121868255,16,36253358
2019,118539384,121868264,1,36253367
2019,118539410,121868297,5,36253392
2019,118541865,121868368,3,36244092
2019,118540704,121863009,1,36257245
2019,118546373,121863025,17,36257252
2019,118535600,121857641,3,36256978
2019,118535616,121857658,21,36256984
2019,118535616,121868237,25,36256983
2019,118535615,121857658,25,36256982
2019,118535615,121868237,21,36256981
2019,118535633,121857679,21,36256990
2019,118535641,121862159,3,36244065
2019,118535676,121857720,3,36257010
2019,118546274,121869426,24,36253719
2019,120321360,123668854,18,36894422
2019,120320928,123674516,16,36884076
2019,120320926,123674512,19,36884075
2019,120320926,123668856,18,36884074
2019,118535657,121857701,3,36257004
2019,118535677,121857721,20,36257011
2019,118542553,121869435,24,36244331
2019,118546302,121858454,16,36257228
2019,126684059,131023815,24,39373542
2019,126684064,131023823,19,39373545
2019,126684113,131023879,19,39373560
2019,126684136,131023909,3,39373566
2019,126684145,131023915,1,39373568
2019,126684188,131023972,21,39373580
2019,126684214,131023996,20,39373589
2019,126684250,131024027,3,39373597
2019,126684310,131024096,1,39373610
2019,126684330,131024114,3,39373617
2019,126688395,131026462,24,39373619
2019,126688395,131026464,24,39378316
2019,126688395,131026463,24,39378315
2019,126688402,131024126,18,39373622
2019,126688411,131026479,21,39378319
2019,126688421,131026491,1,39378322
2019,126688430,131024154,16,39378327
2019,126688429,131024154,3,39373635
2019,126684367,131024154,16,39373638
2019,126684365,131024154,16,39373636
2019,126684366,131024154,16,39373637
2019,126688431,131024154,16,39378328
2019,126684372,131024161,15,39373640
2019,126684450,131024249,18,39373671
2019,126684450,131024250,18,39373672
2019,126684446,131024250,24,39373664
2019,126684451,131024251,3,39373673
2019,126684454,131024254,16,39373674
2019,126684459,131024259,16,39373675
2019,126684466,131024268,1,39373676
2019,118546312,121862945,3,36257233
2019,118542665,121863018,18,36244362
2019,118525926,121855772,9,36251950
2019,134289330,139059590,3,42648497
2019,134286226,139063407,5,42643745
2019,134286223,139063407,16,42651712
2019,134289466,139065321,3,42651764
2019,134286440,139065336,3,42651776
2019,134286484,139065362,18,42643795
2019,134289609,139063866,3,42651805
2019,134289616,139059967,1,42648643
2019,134286686,139059967,17,42643842
2019,134286818,139070084,5,42648694
2019,134286871,139064096,3,42648710
2019,134286930,139064175,21,42648728
2019,134289799,139070212,21,42651872
2019,118530600,121860789,18,36243563
2019,134289807,139070230,3,42651876
2019,134289852,139065735,18,42651892
2019,134289852,139065737,18,42651893
2019,134289852,139065734,18,42643969
2019,118534756,121866887,5,36256580
2019,134281057,139070305,18,42648761
2019,134281057,139070302,18,42648759
2019,134281057,139070303,18,42648760
2019,134281063,139064289,3,42651898
2019,134289913,139070318,9,42648779
2019,134281076,139065793,25,42651909
2019,134281076,139065794,18,42643981
2019,134289923,139065794,25,42651911
2019,134289923,139065793,18,42651910
2019,118535581,121857624,1,36256975
2019,118535629,121857677,3,36256989
2019,118535639,121868300,1,36256994
2019,118535639,121868299,21,36256993
2019,118535649,121857694,3,36257001
2019,118539444,121868338,1,36253404
2019,134281159,139065857,3,42651927
2019,134281175,139065870,22,42644016
2019,134281219,139064475,1,42644026
2019,134290068,139064522,3,42651960
2019,134290113,139070549,18,42648852
2019,134290119,139064585,24,42648854
2019,134287332,139064606,3,42648860
2019,134290161,139066022,21,42648870
2019,134281392,139066020,18,42644080
2019,134290160,139066020,25,42651979
2019,134281392,139070605,25,42644081
2019,134290160,139070605,18,42648869
2019,134290184,139064689,3,42651997
2019,134287536,139070711,3,42648916
2019,134287536,139070710,25,42644128
2019,134287537,139070711,25,42648917
2019,134287537,139070710,3,42644129
2019,134287577,139070756,1,42648945
2019,134290318,139070800,16,42652042
2019,134290357,139064929,18,42652055
2019,134290363,139066239,2,42644200
2019,118529569,121849450,3,36243186
2019,118525879,121855761,18,36243213
2019,118525879,121855763,18,36256264
2019,118525879,121855764,18,36243214
2019,118525879,121855762,18,36256263
2019,134278311,139052448,21,42643044
2019,134267549,139052483,3,42640723
2019,134288450,139054325,15,42651437
2019,134279364,139062082,18,42651454
2019,134279434,139054460,24,42648168
2019,134288664,139058742,19,42651505
2019,134285206,139058741,19,42643498
2019,134285420,139062514,1,42648262
2019,134285419,139062514,1,42648261
2019,134288834,139058971,18,42651567
2019,134285483,139058971,18,42651569
2019,134280188,139063183,5,42643694
2019,118534501,121866430,18,36256496
2019,134271781,139049340,16,42640729
2019,134271801,139049375,18,42640737
2019,134288664,139058741,25,42648196
2019,134285206,139058742,25,42648195
2019,134285264,139058788,3,42648209
2019,134279617,139054617,18,42648232
2019,134285388,139054661,18,42648248
2019,134288835,139058971,5,42651568
2019,134285484,139058971,16,42648291
2019,118535626,121868262,5,36256987
2019,118539381,121857675,17,36253363
2019,118539381,121868262,25,36253364
2019,118535626,121857675,25,36253365
2019,118541831,121868315,3,36253397
2019,118535664,121868346,3,36257006
2019,118535666,121857711,16,36257007
2019,118546289,121869445,21,36244333
2019,134288879,139054762,1,42651582
2019,134279829,139062695,18,42648317
2019,134288912,139062695,18,42643586
2019,134288990,139054867,18,42651612
2019,134289034,139054904,16,42651625
2019,134279956,139059206,26,42643614
2019,134285931,139059372,3,42643653
2019,134285948,139063096,21,42648419
2019,134285946,139063096,25,42651660
2019,134285946,139059385,21,42643661
2019,134285948,139059385,25,42651661
2019,134280187,139063183,5,42643693
2019,134286032,139063183,3,42648439
2019,134286073,139063218,24,42643711
2019,134286073,139063219,24,42651680
2019,134286121,139059526,16,42648469
2019,134280282,139059527,16,42643724
2019,134286121,139059528,16,42643722
2019,134280282,139063287,16,42648470
2019,134286121,139059527,16,42643721
2019,134280282,139059526,16,42651693
2019,134286121,139063287,16,42651690
2019,134280282,139059528,16,42648471
2019,134280282,139065152,16,42651694
2019,134286121,139065152,16,42643723
2019,134280286,139059544,13,42648477
2019,134286184,139065195,17,42643736
2019,134280528,139059790,18,42648585
2019,134280528,139063648,1,42643791
2019,134286495,139063682,1,42643797
2019,134289517,139059820,16,42648590
2019,134286505,139059824,18,42651787
2019,134280549,139065376,18,42648593
2019,134286505,139065376,25,42651788
2019,134280549,139059824,25,42648592
2019,134280560,139063697,18,42648595
2019,134280730,139063888,24,42643843
2019,134280876,139064067,18,42643900
2019,134289723,139064067,1,42643903
2019,134280877,139064067,1,42643901
2019,134280878,139064067,1,42643902
2019,118533789,121849485,1,36251906
2019,118533800,121849515,6,36243203
2019,118525880,121855766,19,36251926
2019,118533835,121849597,17,36251941
2019,118529794,121859945,1,36252022
2019,118529794,121864847,1,36243266
2019,118537510,121866301,18,36252487
2019,118530618,121866343,16,36243568
2019,118537651,121860869,18,36252528
2019,124067875,127554941,18,38326340
2019,124067906,127554973,17,38326345
2019,124067921,127554990,3,38326348
2019,124067955,127555024,18,38326356
2019,124067957,127555027,15,38326357
2019,124067965,127555035,21,38326359
2019,126680204,131023917,19,39373569
2019,126684153,131018966,1,39369756
2019,126680210,131023989,16,39369757
2019,118542652,121863006,3,36253783
2019,118546350,121863010,16,36253787
2019,134265883,139056548,18,42640334
2019,134265900,139051292,18,42646628
2019,134265978,139047587,1,42646668
2019,134265979,139047589,5,42646669
2019,134266063,139047681,25,42646694
2019,134266062,139047681,6,42646692
2019,134266063,139051452,6,42646693
2019,134266062,139051452,25,42646691
2019,134266215,139047851,18,42646723
2019,134266235,139051584,26,42646727
2019,134270920,139051592,3,42640439
2019,134266263,139047901,1,42646740
2019,134270971,139051647,3,42640452
2019,134266391,139048063,20,42646769
2019,134266421,139048093,26,42646774
2019,134266471,139048137,18,42646792
2019,134266486,139048154,3,42646799
2019,134288398,139054261,16,42651423
2019,134279329,139058555,21,42643454
2019,134279379,139054417,15,42643462
2019,134288536,139054416,15,42651464
2019,134288536,139054417,15,42651465
2019,134279379,139054416,15,42648158
2019,134285054,139062118,16,42648161
2019,134285230,139062295,22,42648199
2019,134288777,139054660,3,42651539
2019,134285430,139062518,3,42648267
2019,134279837,139062702,18,42648320
2019,134289107,139064988,3,42651646
2019,134289173,139065046,24,42651658
2019,134280171,139059430,1,42643678
2019,134280274,139063285,1,42643719
2019,134286206,139063387,1,42648501
2019,134280366,139059616,18,42643744
2019,134286255,139063441,3,42643753
2019,134286292,139063494,1,42648525
2019,134280446,139063535,21,42643764
2019,134289471,139063611,16,42651772
2019,134286431,139065329,18,42648565
2019,134286431,139063620,18,42648564
2019,134280726,139063882,18,42643839
2019,134280792,139070030,1,42643871
2019,134280794,139070030,18,42648675
2019,134280794,139070033,19,42648676
2019,134280792,139070028,1,42643870
2019,134280794,139070028,18,42648674
2019,134280792,139070033,18,42643872
2019,134280815,139064012,19,42643884
2019,134280814,139064012,5,42651829
2019,134280861,139070100,24,42643897
2019,134280861,139064058,24,42643896
2019,134286866,139070135,1,42648708
2019,134289737,139070136,1,42651845
2019,134286866,139070136,25,42648709
2019,134289737,139070135,25,42651844
2019,134289761,139064126,15,42651856
2019,134289781,139064161,26,42643930
2019,134289781,139070186,1,42643931
2019,134286920,139070186,1,42643933
2019,134286920,139064161,1,42643932
2019,134289831,139065718,1,42643960
2019,134281069,139064311,18,42643976
2019,134281069,139064310,18,42648781
2019,134281166,139064424,3,42648800
2019,134281261,139070484,1,42644041
2019,134287267,139070505,18,42648835
2019,134287361,139070587,3,42648866
2019,134287369,139064641,1,42644079
2019,134287390,139070625,3,42648879
2019,134290185,139064690,18,42648889
2019,134287454,139070665,1,42644107
2019,134287513,139064770,15,42644122
2019,134290259,139066144,3,42648922
2019,134287573,139064830,3,42644147
2019,134281604,139070797,25,42648960
2019,134287622,139070797,3,42644175
2019,134287622,139064877,25,42644176
2019,134281604,139064877,3,42644172
2019,134287635,139066204,3,42648964
2019,134281627,139070822,1,42644188
2019,134281636,139070830,14,42644192
2019,134281644,139066232,3,42644194
2019,134281644,139066231,1,42644193
2019,134281666,139066254,19,42644208
2019,134287712,139066262,15,42652081
2019,134290404,139074986,25,42649008
2019,134290405,139074985,24,42652086
2019,134290404,139074985,3,42649007
2019,134290404,139074988,1,42644215
2019,134290405,139070876,25,42652088
2019,134290404,139070876,1,42652085
2019,134290405,139074988,24,42649010
2019,134290405,139074986,1,42652087
2019,134287723,139070880,18,42644216
2019,134290420,139066289,3,42649016
2019,134290435,139075021,25,42649022
2019,134287757,139070907,1,42644228
2019,134290436,139075021,3,42644225
2019,134290435,139070907,3,42649023
2019,134290436,139070907,25,42649024
2019,134287757,139075021,18,42644227
2019,134287783,139070938,3,42649042
2019,134290490,139070972,24,42652134
2019,134281839,139066404,1,42644285
2019,134281864,139066427,25,42644300
2019,134281862,139066427,1,42652179
2019,134281862,139066426,25,42644298
2019,134281864,139066426,1,42644299
2019,134292931,139071066,16,42652185
2019,134292941,139071073,14,42649093
2019,134281883,139075221,16,42644311
2019,134290572,139066451,1,42652191
2019,134281900,139066457,19,42652192
2019,134292989,139075260,1,42652205
2019,134292994,139066494,21,42649116
2019,134293008,139075282,9,42649123
2019,134293012,139075289,1,42649125
2019,134293012,139071147,1,42652210
2019,134293011,139066504,19,42649124
2019,134281980,139071156,18,42644335
2019,134281983,139071156,18,42652217
2019,134293029,139071162,1,42644339
2019,134290676,139066549,1,42652232
2019,134293088,139066553,1,42649161
2019,134293128,139075423,1,42649172
2019,134293168,139071305,25,42652255
2019,134293168,139075468,24,42644400
2019,134293168,139075469,24,42652254
2019,134293167,139075468,24,42649188
2019,134293165,139075469,24,42652250
2019,134293167,139075469,25,42652252
2019,134293165,139071305,24,42652251
2019,134293167,139071305,24,42652253
2019,134293165,139075468,25,42652249
2019,134282136,139075474,4,42649193
2019,134293171,139075475,18,42644404
2019,134293171,139075474,4,42652256
2019,134282134,139075474,3,42644403
2019,134282134,139075475,1,42649192
2019,134282136,139075475,18,42649194
2019,134290766,139066616,25,42644405
2019,134293176,139066616,1,42649195
2019,134293176,139066617,25,42649196
2019,134290766,139066617,1,42652258
2019,134282162,139071332,1,42644415
2019,134293193,139071332,25,42649204
2019,134293193,139066634,1,42649206
2019,134282162,139066634,25,42649207
2019,134290793,139071350,24,42652272
2019,134290808,139075532,3,42652276
2019,134290813,139071371,3,42649222
2019,134282232,139071412,19,42649238
2019,134293272,139066701,1,42652294
2019,134293274,139066703,18,42644442
2019,134293274,139066702,25,42644441
2019,134265889,139051272,18,42646623
2019,134277527,139051317,1,42646634
2019,134277527,139056580,1,42640355
2019,134270691,139047520,1,42640356
2019,134270691,139051317,1,42640357
2019,134277527,139047520,1,42646633
2019,134270691,139056580,1,42640358
2019,134277551,139056611,3,42640367
2019,134266012,139056658,24,42646680
2019,134266115,139047737,3,42646707
2019,134277681,139056725,3,42642822
2019,134266168,139047789,24,42646719
2019,134266244,139056794,18,42646729
2019,134271057,139051744,24,42646777
2019,134266525,139048187,18,42646809
2019,134265893,139047502,18,42640340
2019,134283640,139060553,17,42647627
2019,134283661,139058116,24,42647632
2019,134272239,139053039,1,42640913
2019,134283682,139060592,18,42647635
2019,134283764,139060687,19,42647660
2019,134283852,139060785,18,42647700
2019,134283864,139060797,26,42647702
2019,134283931,139053180,18,42647720
2019,134272374,139060861,1,42640968
2019,134283944,139060875,5,42647729
2019,134283999,139053211,1,42640982
2019,134284028,139060964,1,42647768
2019,134284031,139060970,3,42647770
2019,134284033,139060970,5,42647771
2019,134284062,139061002,3,42647785
2019,134284116,139061062,21,42647807
2019,134284135,139061083,16,42647812
2019,134284150,139061106,22,42647826
2019,134284170,139061131,16,42647832
2019,134284187,139053291,16,42647837
2019,134284202,139061173,18,42647840
2019,134284202,139061176,18,42647841
2019,134284220,139061201,24,42647846
2019,134284219,139061201,17,42647845
2019,134284241,139061226,21,42647861
2019,134284245,139061229,4,42647862
2019,134284266,139061248,3,42647875
2019,134284389,139061395,5,42647922
2019,134284452,139061448,5,42647940
2019,134284494,139061502,18,42647955
2019,134284549,139061568,24,42647967
2019,134284572,139061592,21,42647979
2019,134284621,139053475,18,42648004
2019,134284649,139053483,21,42648017
2019,134272656,139053493,1,42648022
2019,134272659,139061678,19,42641080
2019,134284696,139053514,9,42648040
2019,134284696,139053513,21,42648039
2019,134284972,139054265,18,42648145
2019,134284975,139054273,16,42651427
2019,134298336,139072545,1,42644888
2019,134298335,139072546,1,42644887
2019,134298336,139072546,25,42644889
2019,134294280,139067745,16,42649673
2019,134294308,139076644,25,42649697
2019,134294307,139076643,25,42649694
2019,134294308,139076643,24,42649696
2019,134294307,139076644,24,42649695
2019,134298566,139072758,18,42644992
2019,134292962,139075235,3,42649104
2019,134293016,139075294,1,42649131
2019,134281974,139075294,1,42649128
2019,134281975,139075292,1,42652212
2019,134281974,139075292,25,42649126
2019,134281974,139075293,1,42649127
2019,134293016,139075292,1,42644332
2019,134281975,139075293,1,42652213
2019,134293016,139075293,1,42649130
2019,134281975,139075294,25,42652214
2019,134281981,139075308,26,42644336
2019,134293050,139075329,18,42649141
2019,134293050,139071172,18,42649140
2019,134293050,139071173,18,42649142
2019,134293058,139071185,4,42652225
2019,134282010,139071184,1,42644350
2019,134282010,139071185,25,42649146
2019,134293058,139071184,25,42644349
2019,134293080,139075364,1,42649155
2019,134293102,139075391,17,42644376
2019,134293139,139066590,1,42644389
2019,134293148,139071284,25,42649179
2019,134293147,139071284,1,42644396
2019,134293147,139066596,25,42644395
2019,134293148,139066596,1,42649178
2019,134290775,139071322,18,42644410
2019,134282193,139066658,3,42644426
2019,134293241,139075547,18,42649228
2019,134282215,139071386,18,42649231
2019,134282223,139066687,18,42644434
2019,134282338,139071526,18,42644467
2019,134293388,139071570,21,42644479
2019,134282375,139071582,1,42644484
2019,134282376,139071582,1,42644486
2019,134282375,139071580,1,42644483
2019,134282376,139071580,1,42644485
2019,134282438,139075723,5,42652346
2019,134282445,139075729,1,42644528
2019,134291003,139071700,3,42652361
2019,134291059,139075786,1,42652381
2019,134282560,139075799,3,42652385
2019,134293576,139071839,9,42649349
2019,134282776,139071984,3,42652451
2019,134291282,139072066,18,42652478
2019,134293797,139072090,3,42649447
2019,134293876,139067223,18,42649488
2019,134291399,139076231,7,42652528
2019,134291402,139076235,18,42649494
2019,134293933,139067280,5,42649510
2019,134298112,139067378,1,42649564
2019,134294063,139072359,18,42644813
2019,134298177,139076428,16,42652614
2019,134298217,139072429,7,42649603
2019,134298238,139067501,1,42644854
2019,134291678,139076499,18,42649625
2019,134291678,139072466,18,42649626
2019,134294185,139072507,1,42652670
2019,134294188,139067569,15,42649640
2019,134294187,139067569,15,42649638
2019,134294188,139067570,25,42649641
2019,134294187,139067570,15,42649639
2019,134294191,139067571,3,42649642
2019,134294203,139076549,1,42649645
2019,134298335,139072545,25,42644886
2019,134286896,139064127,25,42648716
2019,134286896,139064125,1,42651859
2019,134286892,139064127,1,42648715
2019,134286892,139064125,25,42651857
2019,134280940,139064149,17,42651864
2019,134289795,139070207,21,42651870
2019,134289795,139064187,25,42651871
2019,134289793,139070207,25,42643942
2019,134289793,139064187,21,42651869
2019,134289809,139064208,25,42651877
2019,134286983,139064208,1,42643947
2019,134286983,139064207,25,42648735
2019,134289809,139064207,1,42643948
2019,134287026,139070273,1,42643966
2019,134287029,139070272,1,42643967
2019,134287026,139070272,25,42648754
2019,134289862,139070291,18,42648756
2019,134289880,139065762,16,42648767
2019,134289883,139070314,3,42651897
2019,134289906,139064302,25,42651904
2019,134289905,139064301,25,42651901
2019,134289906,139064301,3,42651903
2019,134289905,139064302,3,42651902
2019,134289924,139064318,19,42643983
2019,134281101,139070351,21,42643992
2019,134281137,139064399,3,42644007
2019,134289990,139065853,16,42644010
2019,134281239,139065912,16,42644032
2019,134287365,139066008,3,42648867
2019,134287402,139070632,26,42644092
2019,134287429,139064696,1,42652003
2019,134287480,139070675,9,42652011
2019,134287568,139064826,16,42644143
2019,134281563,139064846,26,42652029
2019,134287595,139070771,25,42644162
2019,134281568,139070771,1,42652032
2019,134287595,139070770,1,42652033
2019,134281568,139070770,25,42652031
2019,134281569,139066171,21,42644164
2019,134287611,139064865,21,42648956
2019,134287623,139066194,16,42644177
2019,134287637,139066205,21,42644184
2019,134281676,139074976,1,42649000
2019,134290402,139066274,1,42652084
2019,134290407,139070879,18,42652090
2019,134281728,139075031,18,42644241
2019,134281728,139066319,18,42644239
2019,134281728,139066321,18,42644240
2019,134281728,139066320,18,42649025
2019,134290474,139070940,1,42652122
2019,134281791,139070988,3,42644260
2019,134281795,139066373,18,42644261
2019,134287853,139071000,3,42644267
2019,134281812,139071007,3,42649061
2019,134290514,139066391,3,42652158
2019,134281830,139075158,18,42649081
2019,134281874,139066431,3,42644306
2019,134290564,139066441,20,42652188
2019,123453538,126902784,16,38071738
2019,123456344,126899285,21,38071742
2019,123453539,126899284,3,38071741
2019,123449836,126902793,3,38075827
2019,123449839,126899291,3,38075828
2019,123453547,126899292,20,38068282
2019,123453554,126902801,3,38068284
2019,123456370,126902814,17,38071750
2019,123456373,126902820,20,38071751
2019,123453568,126902823,3,38068287
2019,123453574,126909170,18,38075844
2019,123453576,126902832,3,38068295
2019,123449881,126902834,18,38068297
2019,123449881,126902835,18,38075849
2019,123449881,126902837,18,38075850
2019,123453580,126909180,18,38068299
2019,123453586,126899341,18,38075852
2019,123453586,126899340,18,38068304
2019,123456397,126899339,18,38068302
2019,123456397,126899338,18,38068301
2019,134267095,139048812,1,42640634
2019,134267095,139048814,25,42640635
2019,134271470,139048812,16,42647020
2019,134271470,139048814,18,42642987
2019,134267118,139052172,1,42642992
2019,134267208,139048936,18,42647064
2019,134278218,139048962,21,42643010
2019,134267260,139057376,15,42640660
2019,134267287,139052307,3,42647088
2019,134267299,139049030,9,42647093
2019,134271640,139049078,1,42647106
2019,134278287,139049172,16,42643033
2019,134271761,139052478,15,42640721
2019,134267564,139057476,3,42647180
2019,134271791,139052518,16,42647197
2019,134288587,139058660,3,42643470
2019,134279503,139054536,25,42643484
2019,134279502,139054535,25,42643481
2019,134279503,139054535,18,42643483
2019,134279502,139054536,18,42643482
2019,134285182,139058720,16,42643488
2019,134285265,139054573,3,42651509
2019,134285288,139054587,16,42648214
2019,134285297,139062363,1,42648215
2019,134285298,139058802,3,42648216
2019,134285199,139062267,21,42643494
2019,134279517,139062268,21,42643493
2019,134285199,139062268,25,42643495
2019,134279517,139062267,25,42643492
2019,134279583,139058809,18,42643513
2019,134279623,139062437,3,42651530
2019,134285351,139062443,3,42648237
2019,134285421,139054677,18,42648264
