"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2019,118537543,132117210
2019,118537543,132117213
2019,118530616,132121900
2019,118534461,132121907
2019,118530628,132121920
2019,118537577,132121918
2019,118537584,132117239
2019,118530638,132121932
2019,118530641,132121941
2019,118534478,132113826
2019,118530646,132113832
2019,118530645,132121947
2019,118530646,132121949
2019,118530653,132121964
2019,118530654,132121964
2019,118534490,132121967
2019,118534490,132117257
2019,118537634,132121980
2019,118537634,132117259
2019,118534494,132113845
2019,118534499,132117269
2019,118534506,132113854
2019,118537659,132122012
2019,123449829,136909128
2019,123453553,136905981
2019,123456366,136915356
2019,123449855,136909153
2019,123453577,136909170
2019,123453579,136906009
2019,123453578,136906008
2019,123449931,136909213
2019,123456533,136915524
2019,123449994,136915524
2019,123456540,136916144
2019,123456545,136916150
2019,123456555,136915538
2019,123450018,136916164
2019,123453714,136916178
2019,123456590,136909332
2019,123456595,136915588
2019,134286813,148058337
2019,134280847,148066239
2019,134280856,148066248
2019,134286852,148058363
2019,134286868,148063120
2019,134286886,148058388
2019,134280927,148058394
2019,134280927,148058395
2019,134280937,148066326
2019,134289783,148063182
2019,134289783,148063183
2019,134286927,148063192
2019,134286936,148063206
2019,134286994,148063253
2019,124427877,137911149
2019,124422887,137916160
2019,134281017,148063265
2019,134289842,148058473
2019,124422890,137911157
2019,124427888,137906172
2019,124427890,137916171
2019,124432915,137906181
2019,134289842,148058474
2019,134281033,148066432
2019,134281052,148058498
2019,124427894,137916178
2019,134287054,148063311
2019,124427896,137911178
2019,124427896,137911179
2019,124427897,137916181
2019,124427898,137916182
2019,134287090,148063358
2019,124427900,137916185
2019,134281080,148063360
2019,134287103,148063370
2019,134289934,148063370
2019,134289943,148063376
2019,134289943,148063377
2019,134287143,148063424
2019,134287145,148063428
2019,134281155,148063448
2019,134287170,148066572
2019,134287184,148063471
2019,134287193,148058619
2019,134281191,148058620
2019,134281188,148058621
2019,134281201,148063486
2019,134281210,148066612
2019,134290027,148058641
2019,134290030,148058643
2019,134287230,148066646
2019,134290041,148066648
2019,134281246,148066660
2019,134281254,148063528
2019,134281257,148063530
2019,134281270,148066683
2019,134281277,148063545
2019,134281291,148066702
2019,134287279,148066714
2019,134281318,148058721
2019,134287305,148063598
2019,134287314,148063610
2019,134287314,148063609
2019,134287328,148066751
2019,134287337,148066756
2019,134287346,148066764
2019,134287350,148063652
2019,134290134,148066771
2019,134290140,148058757
2019,134290140,148058756
2019,134290154,148058767
2019,134290154,148063681
2019,134281399,148066801
2019,134281418,148058787
2019,134281425,148066828
2019,134287411,148063727
2019,134287420,148063736
2019,134290186,148063736
2019,134290196,148066854
2019,134290202,148063754
2019,134281467,148058830
2019,134290209,148063771
2019,124427874,137916145
2019,124427875,137911145
2019,118533595,132112850
2019,118525592,132110895
2019,118525592,132110896
2019,118536153,132105438
2019,118529799,132116274
2019,118536982,132121348
2019,118534253,132121366
2019,118530329,132116887
2019,118537041,132121396
2019,118530337,132121403
2019,118534447,132117186
2019,118537520,132117198
2019,118537520,132121874
2019,118537531,132117203
2019,118537568,132121911
2019,118534463,132113813
2019,118534476,132121937
2019,118534474,132113821
2019,118537610,132113833
2019,118537642,132117263
2019,118537655,132117275
2019,118530678,132117276
2019,118537668,132122024
2019,118534680,132117583
2019,133538747,147373465
2019,133538747,147377286
2019,133534263,147377304
2019,133534263,147377302
2019,133538811,147381434
2019,133529663,147373504
2019,133538830,147377317
2019,133538846,147373514
2019,133538846,147373515
2019,133538969,147381622
2019,133529732,147373605
2019,133534398,147381672
2019,133539049,147381711
2019,133539090,147381746
2019,133539099,147373667
2019,133539103,147381759
2019,133529768,147373679
2019,133529768,147381767
2019,133539143,147377428
2019,133539173,147381822
2019,133534502,147381855
2019,133539211,147377455
2019,133539219,147381880
2019,133539221,147381880
2019,133539216,147381880
2019,133534520,147381880
2019,133529824,147381881
2019,133539227,147381902
2019,133534536,147381906
2019,133539257,147377481
2019,133539270,147381941
2019,133539270,147381944
2019,133534571,147381950
2019,133534577,147373797
2019,133534577,147373798
2019,133539294,147381967
2019,133529856,147373812
2019,133539336,147373836
2019,133539335,147373835
2019,133539367,147373868
2019,133539368,147382027
2019,133534643,147377541
2019,133539402,147377544
2019,133534677,147373917
2019,133539454,147373945
2019,133539485,147377592
2019,133534747,147377603
2019,133534756,147382194
2019,133534756,147373990
2019,133530000,147374023
2019,133539544,147377632
2019,133539554,147382246
2019,133539562,147377644
2019,133539587,147374053
2019,133530026,147374053
2019,133534833,147377674
2019,133530038,147377680
2019,133539625,147374081
2019,133539648,147374097
2019,133530062,147382351
2019,133539678,147382376
2019,133530089,147377732
2019,133539715,147377749
2019,133539718,147374156
2019,133534948,147382457
2019,133539776,147382485
2019,133539789,147374212
2019,133539789,147374211
2019,133539798,147382508
2019,118541539,132118193
2019,118541554,132118209
2019,118541559,132118214
2019,118541738,132118401
2019,118541740,132118403
2019,118541747,132118411
2019,118541758,132118421
2019,118541761,132118423
2019,118541783,132118447
2019,118541791,132114970
2019,118541791,132114971
2019,118541798,132118465
2019,118541806,132123818
2019,118541822,132118492
2019,118535658,132115004
2019,118541870,132123901
2019,118542572,132119356
2019,118542572,132119355
2019,118540522,132119365
2019,118540558,132125042
2019,118540558,132125040
2019,118540570,132125056
2019,118540706,132125218
2019,120376904,133907225
2019,124422884,137906157
2019,124432901,137916164
2019,133521830,147372243
2019,133521861,147369385
2019,133533204,147372304
2019,133521938,147369475
2019,133533240,147369489
2019,133521967,147369498
2019,133533255,147369515
2019,133521985,147369519
2019,133521985,147372360
2019,133521992,147369528
2019,133522021,147369555
2019,133522029,147369565
2019,133528930,147376596
2019,133522094,147369638
2019,133522097,147372438
2019,133522097,147376615
2019,133522129,147372466
2019,133522129,147372464
2019,133522129,147372465
2019,133522139,147369684
2019,133533382,147369714
2019,133522185,147372507
2019,133522200,147369752
2019,133522228,147372543
2019,133522243,147369798
2019,133529038,147376714
2019,133533465,147372581
2019,133522306,147369854
2019,133522303,147372594
2019,133522305,147369851
2019,133529061,147369872
2019,133522345,147369904
2019,133529075,147372631
2019,133522375,147372635
2019,133533509,147369939
2019,133522419,147376772
2019,133522422,147376776
2019,133522422,147369979
2019,133533543,147376786
2019,133522454,147370010
2019,133529124,147370014
2019,133522484,147370036
2019,133522470,147370026
2019,133522499,147370059
2019,133522518,147370078
2019,133522536,147370087
2019,133522555,147376830
2019,133522553,147372761
2019,133522565,147372775
2019,133533623,147370129
2019,133522585,147372787
2019,133522591,147370135
2019,133529177,147370147
2019,133522628,147370167
2019,133522642,147370186
2019,133522647,147370190
2019,133522658,147376871
2019,133522671,147370208
2019,133522718,147370256
2019,133529217,147370252
2019,133522730,147372874
2019,133522733,147372876
2019,133522739,147376902
2019,118529562,132105062
2019,118525753,132105073
2019,118525756,132111015
2019,118529578,132111015
2019,118529629,132105131
2019,118529653,132113126
2019,118525884,132111099
2019,118529677,132105222
2019,118529677,132105220
2019,118525933,132105238
2019,118525941,132113144
2019,118533857,132113154
2019,118533857,132113156
2019,118541765,132118428
2019,118529798,132116273
2019,118536984,132116856
2019,118536998,132121364
2019,118537482,132121831
2019,118537479,132113773
2019,118537479,132113774
2019,118530574,132121843
2019,118534442,132117174
2019,118530590,132117190
2019,118537518,132121869
2019,118530605,132121886
2019,118537545,132121898
2019,118537557,132121905
2019,118530640,132113822
2019,118537626,132121971
2019,118530671,132113851
2019,118537670,132113858
2019,118541534,132123427
2019,118541549,132118206
2019,118541552,132114778
2019,118539057,132123444
2019,118539291,132123704
2019,118541753,132118416
2019,118541752,132118417
2019,118541795,132118461
2019,118541810,132118475
2019,118541825,132118494
2019,118541825,132118495
2019,118541835,132118503
2019,118541838,132118505
2019,118541846,132118516
2019,118535661,132118520
2019,118538929,132123303
2019,118539035,132123423
2019,118539077,132123466
2019,118541727,132123687
2019,118535583,132123701
2019,118539310,132123726
2019,118539331,132123752
2019,118539341,132123763
2019,118539348,132123768
2019,118539358,132123782
2019,118539375,132123794
2019,118539374,132123794
2019,118541802,132123814
2019,118539417,132123834
2019,118539429,132123852
2019,118539458,132123877
2019,118539475,132123890
2019,118539475,132123892
2019,118540704,132115831
2019,118546358,132115840
2019,118540775,132119473
2019,118540468,132115743
2019,118542543,132124940
2019,118540473,132115747
2019,118546278,132124954
2019,118542569,132124984
2019,118542569,132124983
2019,118540523,132119364
2019,118542648,132119429
2019,118540705,132115832
2019,118540485,132115755
2019,118546296,132115770
2019,118546296,132124977
2019,118540524,132125002
2019,134279388,148057175
2019,134288562,148061204
2019,134285081,148061227
2019,134285095,148061241
2019,134285095,148061242
2019,134285109,148057229
2019,134288615,148057252
2019,134285150,148061287
2019,134285152,148061289
2019,134285160,148061301
2019,134288637,148057275
2019,134279509,148057285
2019,134285180,148057286
2019,134279510,148057287
2019,134279546,148049875
2019,134285252,148061392
2019,134285251,148061391
2019,134285254,148049885
2019,134285263,148061402
2019,134279581,148061455
2019,134279593,148049921
2019,134285315,148049924
2019,134285317,148061473
2019,134288720,148061492
2019,134285361,148061526
2019,134285377,148061546
2019,134285377,148061545
2019,134279661,148050010
2019,134285422,148050030
2019,134285429,148050033
2019,134279687,148061595
2019,134279686,148061593
2019,134279723,148061638
2019,134285489,148061660
2019,134279750,148061666
2019,134288850,148057460
2019,134288857,148050121
2019,134285523,148061704
2019,134279776,148050132
2019,134279780,148061711
2019,134285543,148061728
2019,134285552,148057493
2019,134288899,148057504
2019,134279815,148061752
2019,134279870,148050218
2019,134288950,148050230
2019,134288960,148050239
2019,134285663,148061839
2019,134285681,148061863
2019,134285701,148050277
2019,134285706,148061886
2019,134285706,148061887
2019,134285718,148057611
2019,134285718,148057610
2019,134285731,148061918
2019,134285738,148057633
2019,134285753,148061932
2019,134279949,148050323
2019,134279949,148061933
2019,134285755,148061932
2019,134285767,148050340
2019,134285768,148061947
2019,134279980,148050359
2019,134279994,148050370
2019,134280000,148050379
2019,134285835,148062012
2019,134285834,148062013
2019,134285834,148062014
2019,134285845,148062029
2019,134285851,148062038
2019,134285851,148062039
2019,134285865,148062053
2019,134285890,148062092
2019,134280079,148057754
2019,134285909,148062113
2019,134285924,148062126
2019,134285924,148062125
2019,134285935,148057777
2019,134285956,148050497
2019,134285971,148062172
2019,134280131,148057791
2019,134280164,148062215
2019,134286572,148051005
2019,134286581,148062793
2019,134280631,148051021
2019,134286595,148058200
2019,134289562,148051025
2019,134286603,148051034
2019,134289567,148051038
2019,134286604,148051038
2019,134286013,148062226
2019,134280650,148058209
2019,134280183,148062231
2019,134289202,148062231
2019,134286029,148062231
2019,134286031,148062231
2019,134280653,148051047
2019,134280651,148058210
2019,134280651,148051044
2019,134286608,148058211
2019,134280183,148062233
2019,134286050,148057832
2019,134289227,148062278
2019,134289576,148058216
2019,134289256,148050602
2019,134286093,148057869
2019,134286093,148050605
2019,134280668,148062835
2019,134286632,148062848
2019,134286634,148051069
2019,134286150,148062372
2019,134286210,148062457
2019,134286232,148050738
2019,134286237,148062477
2019,134286239,148057969
2019,134286246,148050751
2019,134280388,148050759
2019,134289388,148062523
2019,134280703,148062875
2019,134289603,148051098
2019,134289385,148057987
2019,134289384,148057986
2019,134286283,148062540
2019,134280425,148058006
2019,134286307,148050805
2019,134286324,148058029
2019,134289423,148058028
2019,134286334,148050820
2019,134280447,148050824
2019,134280455,148062585
2019,134280455,148062587
2019,134280466,148062604
2019,134280466,148058048
2019,134286409,148058074
2019,134286412,148050878
2019,134286419,148062655
2019,134286671,148058250
2019,134286425,148062662
2019,134286433,148062670
2019,134280739,148051130
2019,134286711,148062937
2019,134286459,148050915
2019,134286466,148062691
2019,134286707,148051142
2019,134286707,148051141
2019,134289649,148051160
2019,134289653,148058301
2019,134289660,148062982
2019,134280782,148066176
2019,134280782,148066174
2019,134286482,148062708
2019,134286488,148058119
2019,134286488,148058120
2019,134280543,148062711
2019,134280580,148050979
2019,134280591,148050987
2019,134289540,148058165
2019,134289540,148050989
2019,134289665,148066182
2019,134280799,148063008
2019,134286781,148063013
2019,134286781,148066200
2019,134289679,148066205
2019,134289692,148063039
2019,118546356,132119437
2019,118546365,132119447
2019,118540740,132119451
2019,118546376,132125266
2019,134281549,148063877
2019,134281549,148066941
2019,134287621,148063927
2019,134281614,148067004
2019,134287653,148063970
2019,134287663,148067040
2019,134290373,148064004
2019,134290372,148064004
2019,134290388,148067075
2019,134281678,148067079
2019,134281678,148064029
2019,134290409,148059038
2019,134281695,148059046
2019,134290419,148067108
2019,134290451,148059075
2019,134287762,148059083
2019,134290476,148064107
2019,134287805,148064123
2019,134287814,148067189
2019,134287833,148064145
2019,134287843,148067202
2019,134287872,148064177
2019,134281822,148067240
2019,134281822,148067239
2019,134290526,148064191
2019,134287900,148059168
2019,134287900,148067262
2019,134281873,148064233
2019,134290563,148064243
2019,134292937,148067293
2019,134290576,148059222
2019,134290579,148064262
2019,134281907,148064262
2019,134281931,148059249
2019,134292984,148059254
2019,134290608,148064293
2019,134292993,148059272
2019,134293038,148067397
2019,134281994,148067402
2019,134293071,148067428
2019,134290668,148067428
2019,134293084,148064403
2019,134290689,148067449
2019,134293105,148067464
2019,134290734,148059388
2019,134282109,148064466
2019,134282109,148064467
2019,134290744,148059395
2019,134290779,148059420
2019,134290790,148059435
2019,134282191,148064545
2019,134282191,148059448
2019,134293223,148064552
2019,134282198,148067594
2019,134282206,148059460
2019,134282245,148067643
2019,134282251,148064615
2019,134290865,148067651
2019,134290879,148059531
2019,134282296,148067689
2019,134290886,148067695
2019,134290893,148059549
2019,134290903,148064671
2019,134293354,148064692
2019,134293354,148064693
2019,134290936,148059606
2019,134290937,148059606
2019,134282363,148064716
2019,134282372,148067773
2019,134293394,148067782
2019,134293401,148064725
2019,134282412,148067815
2019,134293418,148067820
2019,134293418,148067819
2019,134293419,148067819
2019,134282433,148064750
2019,134290974,148064764
2019,134293452,148064771
2019,134282458,148059654
2019,134293463,148064774
2019,134293467,148064778
2019,134291060,148059717
2019,134282557,148059724
2019,134293522,148064833
2019,134282565,148059731
2019,134293536,148067989
2019,134291084,148059742
2019,134282591,148064873
2019,134282626,148068027
2019,134282626,148068026
2019,134282633,148064918
2019,134282642,148059796
2019,134282645,148064930
2019,134293606,148064936
2019,134293606,148059800
2019,134293627,148064966
2019,134282714,148068109
2019,134282729,148064992
2019,134293665,148068131
2019,134291190,148065004
2019,134291200,148065017
2019,134291206,148059871
2019,134293696,148068155
2019,134291217,148065044
2019,134293711,148065061
2019,134293711,148065059
2019,134282805,148068184
2019,134293741,148068201
2019,134293748,148059941
2019,134293757,148059943
2019,134282845,148065115
2019,134293828,148065186
2019,134293828,148065185
2019,134297903,148059999
2019,134293835,148068291
2019,134293840,148060010
2019,134291351,148065218
2019,134297927,148065218
2019,134297936,148065227
2019,134291376,148065243
2019,134297961,148068344
2019,134297980,148068365
2019,134293916,148060091
2019,134293919,148060097
2019,134293919,148060096
2019,134291443,148060119
2019,134293954,148065317
2019,134291459,148065322
2019,134298043,148065340
2019,134298051,148060153
2019,134293979,148060153
2019,134291483,148065347
2019,134298063,148065351
2019,134291494,148060172
2019,134291494,148060174
2019,134294018,148065383
2019,134298138,148060220
2019,134298143,148068513
2019,134291553,148065427
2019,134298159,148065437
2019,134298167,148068536
2019,134291574,148068538
2019,134298169,148068538
2019,134294078,148068547
2019,134291592,148068552
2019,134291595,148068557
2019,134291624,148068578
2019,134294113,148060304
2019,134291638,148065489
2019,134298220,148068594
2019,134298239,148068611
2019,134294167,148065539
2019,134294172,148065541
2019,134298271,148068646
2019,134291723,148060405
2019,134294194,148065566
2019,133521739,147369259
2019,133521767,147369290
2019,133521788,147369310
2019,133533157,147376480
2019,133533168,147376489
2019,133521916,147376526
2019,133528869,147376535
2019,133521942,147369476
2019,133521963,147369494
2019,133528917,147369568
2019,133528917,147369569
2019,133522070,147369612
2019,133522088,147369628
2019,133522114,147369656
2019,133522127,147369668
2019,133522158,147369702
2019,133522156,147369702
2019,133533391,147376666
2019,133522204,147369755
2019,133522217,147372532
2019,133529030,147369796
2019,133522270,147369824
2019,133522271,147372565
2019,133533460,147376720
2019,133529051,147376730
2019,133529052,147376730
2019,133529057,147369864
2019,133522330,147372613
2019,133529072,147369911
2019,133522359,147369913
2019,133522415,147372664
2019,133522421,147372671
2019,133522440,147369996
2019,133522453,147370009
2019,133522453,147370008
2019,133522458,147372699
2019,133522476,147376796
2019,133522506,147370070
2019,133522507,147370069
2019,133522534,147372750
2019,133522566,147370112
2019,133522589,147370134
2019,133522611,147370149
2019,133522622,147370159
2019,133522652,147372836
2019,133522678,147370213
2019,133522736,147370284
2019,133533716,147370314
2019,133529245,147370336
2019,133522807,147370362
2019,133533768,147372943
2019,133522868,147370428
2019,133522881,147372961
2019,133537924,147376987
2019,133537934,147372992
2019,133537952,147370509
2019,133537985,147373023
2019,133529328,147370568
2019,133538041,147370591
2019,133533892,147370638
2019,133533911,147370682
2019,133538128,147373128
2019,133533918,147373136
2019,133533924,147373149
2019,133538235,147377104
2019,133538242,147370819
2019,133538273,147370844
2019,133538270,147370844
2019,133533982,147370844
2019,133538289,147370862
2019,134284968,148057006
2019,134284984,148056104
2019,134284997,148056119
2019,134285025,148057123
2019,134279359,148056154
2019,134288546,148049719
2019,134285050,148061183
2019,134285061,148049734
2019,134285086,148057200
2019,134285112,148061255
2019,134285155,148057272
2019,134288647,148061324
2019,134285200,148061337
2019,134285262,148049893
2019,134285311,148061463
2019,134288734,148057350
2019,134285358,148061525
2019,134279647,148049991
2019,134279647,148049990
2019,134279674,148061582
2019,134285424,148061582
2019,134279684,148050041
2019,134285438,148061591
2019,134279716,148061626
2019,134285469,148061637
2019,134279795,148061721
2019,134285549,148057489
2019,134285568,148057505
2019,134288904,148050170
2019,134285579,148057513
2019,134285605,148061783
2019,134285614,148057546
2019,134279909,148061878
2019,134285724,148061912
2019,134279939,148050310
2019,134285734,148050310
2019,134289036,148057640
2019,134285761,148061942
2019,134285797,148050361
2019,134285805,148050366
2019,134285825,148050386
2019,134289093,148050399
2019,134285895,148057750
2019,134280087,148057756
2019,134289162,148057773
2019,134285940,148050485
2019,134289190,148062204
2019,134286036,148050551
2019,134280200,148050560
2019,134280210,148062276
2019,134289237,148062290
2019,134280231,148050590
2019,134286105,148057880
2019,134286120,148050634
2019,134286175,148050684
2019,134289321,148062420
2019,134286240,148057971
2019,134280414,148057993
2019,134280427,148058007
2019,134286340,148050825
2019,134280448,148050825
2019,134286365,148062614
2019,134286393,148058065
2019,134280509,148062660
2019,134286486,148058122
2019,134280552,148050951
2019,134286531,148062744
2019,134286539,148050970
2019,134289535,148058156
2019,134280612,148062788
2019,134286600,148051029
