"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2019,9,147373076
2019,6,147377060
2019,3,147373212
2019,9,147370932
2019,9,147371006
2019,6,147373301
2019,9,147371089
2019,6,147371129
2019,6,147373320
2019,6,147371135
2019,9,147371163
2019,6,147381184
2019,6,147373349
2019,9,147377237
2019,9,147373427
2019,6,147381333
2019,9,147373466
2019,9,147381396
2019,9,147373518
2019,6,147373550
2019,6,147373549
2019,9,147381583
2019,6,147381646
2019,9,147373599
2019,6,147381664
2019,6,147373603
2019,9,147381752
2019,6,147373787
2019,6,147381943
2019,6,147381946
2019,6,147373813
2019,6,147382064
2019,9,147382095
2019,9,147377562
2019,9,147382128
2019,6,147377599
2019,6,147377676
2019,6,147382304
2019,9,147377774
2019,9,147382481
2019,9,147377801
2019,6,147382515
2019,6,147374225
2019,9,147377821
2019,9,147377838
2019,9,147374280
2019,6,147374307
2019,6,147374308
2019,9,147377895
2019,6,147382664
2019,8,147382664
2019,6,147382663
2019,8,147382663
2019,8,147374375
2019,6,147377913
2019,8,147374406
2019,6,147374406
2019,6,147374492
2019,6,147377979
2019,6,147377978
2019,9,147382816
2019,6,147378010
2019,9,147382876
2019,6,147378032
2019,6,147378045
2019,9,147378061
2019,9,147378083
2019,9,147378125
2019,6,147378133
2019,6,147374686
2019,9,147374714
2019,9,147378180
2019,9,147383171
2019,9,147378246
2019,9,147383204
2019,9,147374893
2019,3,147374946
2019,9,147378323
2019,9,147374965
2019,9,147383323
2019,9,147378345
2019,9,147374991
2019,6,147375003
2019,6,147375020
2019,9,147383463
2019,6,147375094
2019,6,147375097
2019,9,147378480
2019,9,147383574
2019,9,147375197
2019,9,147375256
2019,9,147375289
2019,6,147375361
2019,6,147375360
2019,6,147383740
2019,9,147378644
2019,9,147375428
2019,11,147383807
2019,6,147375459
2019,6,147378719
2019,6,147378728
2019,6,147375585
2019,9,147375609
2019,9,147378824
2019,9,147378841
2019,9,147378884
2019,9,147384092
2019,6,147378913
2019,6,147375716
2019,6,147384141
2019,6,147375785
2019,6,147375784
2019,9,147384204
2019,9,147375835
2019,6,147375854
2019,6,147379016
2019,6,147379122
2019,6,147379118
2019,6,147384409
2019,6,147376006
2019,9,147379161
2019,9,147379167
2019,6,147384476
2019,9,147384493
2019,6,147384512
2019,9,147384547
2019,9,147384555
2019,9,147379230
2019,6,147379316
2019,9,147386250
2019,6,147384712
2019,9,147386282
2019,9,147379347
2019,9,147386314
2019,9,147379386
2019,3,148049658
2019,9,148049675
2019,9,148056099
2019,6,148049676
2019,6,147381461
2019,9,147381490
2019,9,147373543
2019,9,147373556
2019,6,147381704
2019,9,147373661
2019,9,147381814
2019,9,147381868
2019,3,147381898
2019,6,147381909
2019,6,147377504
2019,9,147377577
2019,9,147382139
2019,6,147382149
2019,6,147373974
2019,9,147374009
2019,9,147374038
2019,6,147382266
2019,9,147382276
2019,6,147382320
2019,6,147382318
2019,9,147377713
2019,6,147377752
2019,9,147377860
2019,6,147377882
2019,6,147374334
2019,6,147382641
2019,8,147377908
2019,6,147382676
2019,9,147374385
2019,6,147374418
2019,6,147382733
2019,6,147382736
2019,6,147374427
2019,9,147374473
2019,9,147374532
2019,9,147374549
2019,6,147382904
2019,9,147374670
2019,9,147378131
2019,9,147383048
2019,9,147374742
2019,9,147383115
2019,9,147378219
2019,9,147378228
2019,6,147383202
2019,6,147378265
2019,6,147374875
2019,6,147374874
2019,9,147378280
2019,6,147374899
2019,9,147378302
2019,6,147374914
2019,6,147374918
2019,9,147378335
2019,2,147383366
2019,9,147378393
2019,6,147378398
2019,6,147378399
2019,9,147383475
2019,9,147378414
2019,6,147375089
2019,9,147378435
2019,6,147378483
2019,6,147383651
2019,6,147375270
2019,9,147378562
2019,9,147383725
2019,9,147378669
2019,6,147383800
2019,6,147375425
2019,9,147383842
2019,6,147375491
2019,9,147375545
2019,6,147383928
2019,9,147375573
2019,9,147383980
2019,9,147383996
2019,6,147378846
2019,9,147384058
2019,9,147384161
2019,9,147375792
2019,9,147384212
2019,6,147375845
2019,6,147375856
2019,6,147379027
2019,9,147379038
2019,6,147379055
2019,6,147379074
2019,6,147384338
2019,9,147379144
2019,9,147384419
2019,9,147384435
2019,9,147384513
2019,9,147379201
2019,6,147376115
2019,6,147384552
2019,6,147376136
2019,6,147379248
2019,6,147379286
2019,9,147379312
2019,6,147384737
2019,9,147384745
2019,6,147384824
2019,9,147386410
2019,6,147379462
2019,9,147386486
2019,6,147379485
2019,6,147386524
2019,9,147379516
2019,10,147379544
2019,9,147379558
2019,9,147379610
2019,6,147379628
2019,11,147386661
2019,9,147379651
2019,9,147379660
2019,6,147386691
2019,6,147379676
2019,6,147379681
2019,6,147379679
2019,9,147379692
2019,9,147379724
2019,9,147379740
2019,6,147379745
2019,9,147379769
2019,9,147385361
2019,6,147379794
2019,8,147385416
2019,8,147385417
2019,6,147385572
2019,6,147387017
2019,9,147379980
2019,9,147379981
2019,6,147387037
2019,6,147385672
2019,6,147385687
2019,6,147385719
2019,6,147380055
2019,9,147380052
2019,9,147380054
2019,6,147385824
2019,9,147380079
2019,9,147380088
2019,9,147380103
2019,9,147380104
2019,9,147385893
2019,6,147380130
2019,9,147380152
2019,9,147380177
2019,6,147387275
2019,6,147387274
2019,9,147386045
2019,9,147380291
2019,6,147380313
2019,6,147380311
2019,6,147380367
2019,6,147380377
2019,6,147387469
2019,6,147387503
2019,6,147380406
2019,8,147380405
2019,9,147380410
2019,9,147391327
2019,9,147380445
2019,6,147379414
2019,9,147379441
2019,6,147386448
2019,6,147386449
2019,3,147386491
2019,9,147379529
2019,9,147379539
2019,6,147385113
2019,9,147386612
2019,9,147385155
2019,9,147379662
2019,6,147379671
2019,9,147379688
2019,3,147379711
2019,6,147386741
2019,9,147386761
2019,9,147386765
2019,6,147379753
2019,6,147379758
2019,9,147386794
2019,9,147379782
2019,9,147379788
2019,9,147386876
2019,9,147385482
2019,9,147385492
2019,6,147385513
2019,9,147379905
2019,9,147379931
2019,9,147385611
2019,9,147387008
2019,9,147379993
2019,9,147387044
2019,9,147385682
2019,9,147380040
2019,9,147385828
2019,9,147380076
2019,9,147380093
2019,9,147387174
2019,9,147380118
2019,6,147380121
2019,6,147385941
2019,6,147385942
2019,6,147380174
2019,9,147387323
2019,6,147387338
2019,9,147387337
2019,6,147387339
2019,9,147387344
2019,6,147386080
2019,9,147386092
2019,9,147387382
2019,10,147380305
2019,9,147380349
2019,9,147387490
2019,9,147391296
2019,9,147380422
2019,6,147380436
2019,6,147391370
2019,9,147391376
2019,9,147380450
2019,6,147380454
2019,6,147387554
2019,9,147391404
2019,9,147391422
2019,6,147387620
2019,6,147391461
2019,6,147380503
2019,9,147380508
2019,9,147391516
2019,6,147387662
2019,6,147380532
2019,9,147387680
2019,9,147387736
2019,9,147391669
2019,6,147387771
2019,6,147387780
2019,9,147380626
2019,9,147380625
2019,9,147391782
2019,9,147380642
2019,6,147380651
2019,9,147387856
2019,6,147380661
2019,6,147380660
2019,9,147380669
2019,9,147380681
2019,6,147391895
2019,6,147387909
2019,6,147387908
2019,6,147391917
2019,9,147391922
2019,6,147387928
2019,3,147391964
2019,6,147391975
2019,6,147391976
2019,6,147392020
2019,6,147392021
2019,6,147380780
2019,6,147392036
2019,6,147392041
2019,6,147392040
2019,6,147380794
2019,6,147392084
2019,6,147392085
2019,9,147388059
2019,6,147388069
2019,9,147388076
2019,6,147392115
2019,6,147392116
2019,6,147392141
2019,6,147388107
2019,9,147392174
2019,9,147380853
2019,6,147392186
2019,9,147380865
2019,9,147392216
2019,6,147392218
2019,6,147380877
2019,6,147380876
2019,9,147380884
2019,6,147388166
2019,9,147392260
2019,9,147392275
2019,9,147392299
2019,6,147388235
2019,9,147380953
2019,9,147380979
2019,9,147392377
2019,9,147381006
2019,6,147381009
2019,6,147388311
2019,6,147388310
2019,10,147388317
2019,9,147381017
2019,9,147388343
2019,6,147381044
2019,6,147392438
2019,6,147381054
2019,6,147388378
2019,9,147392474
2019,6,147388422
2019,6,147381094
2019,9,147392493
2019,9,147392497
2019,6,147381104
2019,9,147381113
2019,6,147392521
2019,9,147381122
2019,9,147381127
2019,6,147381131
2019,9,147381137
2019,9,147381139
2019,9,147381142
2019,9,147381144
2019,9,147381145
2019,6,147392574
2019,6,147392573
2019,9,147381172
2019,9,147381171
2019,9,147388550
2019,9,147392587
2019,9,147388572
2019,6,147396217
2019,9,147396219
2019,6,147396225
2019,9,147392635
2019,6,147396243
2019,6,147396246
2019,9,147396253
2019,9,147396254
2019,6,147396256
2019,6,147396257
2019,9,147396289
2019,6,147396299
2019,6,147396300
2019,6,147388739
2019,6,147392714
2019,6,147392725
2019,9,147388765
2019,9,147388779
2019,6,147392755
2019,6,147388833
2019,6,147388844
2019,6,147392773
2019,6,147388875
2019,6,147396416
2019,9,147396425
2019,6,147388902
2019,9,147388901
2019,9,147392850
2019,9,147392854
2019,6,147388931
2019,8,147388961
2019,9,147396500
2019,9,147396510
2019,6,147396517
2019,6,147392929
2019,6,147392928
2019,6,147396555
2019,6,147396554
2019,9,147396561
2019,9,147396572
2019,9,147392990
2019,9,147396586
2019,6,147396592
2019,9,147396618
2019,6,147396620
2019,6,147389128
2019,9,147396647
2019,9,147396657
2019,6,147396661
2019,6,147389172
2019,9,147396703
2019,9,147389205
2019,6,147396714
2019,6,147396731
2019,6,147389246
2019,6,147389247
2019,9,147396735
2019,9,147396744
2019,9,147389286
2019,9,147389287
2019,9,147389291
2019,6,147396772
2019,6,147396787
2019,9,147396794
2019,6,147389348
2019,6,147396813
2019,6,147396814
2019,9,147393361
2019,6,147396819
2019,6,147393375
2019,9,147396833
2019,9,147389427
2019,6,147396847
2019,9,147396857
2019,6,147393442
2019,9,147396868
2019,6,147389467
2019,9,147393461
2019,6,147393479
2019,6,147393480
2019,9,147396885
2019,6,147396890
2019,6,147396902
2019,6,147396908
2019,9,147396913
2019,6,147396919
2019,6,147396920
2019,6,147396921
2019,6,147393571
2019,6,147396930
2019,9,147396931
2019,9,147393634
2019,9,147396966
2019,9,147396988
2019,9,147389666
2019,6,147396997
2019,6,147396996
2019,9,147397005
2019,6,147397010
2019,6,147393763
2019,6,147393764
2019,9,147397016
2019,6,147397020
2019,9,147393818
2019,6,147397048
2019,6,147397053
2019,6,147389741
2019,9,147397058
2019,3,147393858
2019,6,147397065
2019,6,147397075
2019,6,147397077
2019,6,147397079
2019,9,147397081
2019,9,147393928
2019,9,147397108
2019,9,147397131
2019,9,147394017
2019,6,147397144
2019,6,147397161
2019,8,147394079
2019,6,147397176
2019,9,147394121
2019,6,147397190
2019,9,147397194
2019,9,147394138
2019,9,147397198
2019,6,147397202
2019,6,147397225
2019,6,147394189
2019,6,147394188
2019,6,147390008
2019,9,147397241
2019,9,147397245
2019,6,148049980
2019,6,148049979
2019,6,148049978
2019,6,148049981
2019,6,148049984
2019,9,148061557
2019,9,148050217
2019,6,148050319
2019,8,148050317
2019,9,148050336
2019,9,148061951
2019,6,148057688
2019,6,148061986
2019,9,148062085
2019,9,148050455
2019,9,148050519
2019,6,148062229
2019,6,148062451
2019,6,148062450
2019,9,148062472
2019,9,148057968
2019,9,148062530
2019,9,148050802
2019,9,148058043
2019,9,148058054
2019,9,148050943
2019,9,148062772
2019,6,148051064
2019,6,148058225
2019,9,148062916
2019,9,148051136
2019,6,148062939
2019,9,148058315
2019,9,148058338
2019,6,148063252
2019,9,148058459
2019,6,148066436
2019,6,148063286
2019,9,148066486
2019,9,148066584
2019,9,148058616
2019,9,148066745
2019,6,148066768
2019,6,148066774
2019,6,148058755
2019,6,148063783
2019,9,148063782
2019,6,148063824
2019,9,148063842
2019,9,148063901
2019,9,148063950
2019,6,148063987
2019,6,148059009
2019,9,148064039
2019,6,148067157
2019,6,148064119
2019,6,148064120
2019,9,148067236
2019,9,148059164
2019,9,148067275
2019,9,148064218
2019,9,148064242
2019,9,148064292
2019,9,148067423
2019,9,148067429
2019,9,148067432
2019,9,148064414
2019,6,148067487
2019,9,148064475
2019,9,148064516
2019,9,148059431
2019,6,148067569
2019,9,148064538
2019,9,148067578
2019,6,148059459
2019,9,148059456
2019,6,148064598
2019,9,148059487
2019,9,148059503
2019,10,148067649
2019,6,148059522
2019,9,148059539
2019,9,148067699
2019,9,148059553
2019,6,148059612
2019,8,148067755
2019,6,148059616
2019,9,148067793
2019,9,148064729
2019,9,148067833
2019,3,148067887
2019,6,148067898
2019,6,148067933
2019,6,148067932
2019,9,148067962
2019,6,148064825
2019,9,148064877
2019,6,148068062
2019,9,148068151
2019,9,148068152
2019,9,148068235
2019,9,148059975
2019,2,148065190
2019,9,148068311
2019,9,148068321
2019,1,148068324
2019,9,148065244
2019,9,148068341
2019,9,148060123
2019,9,148068416
2019,9,148068443
2019,6,148060171
2019,9,148068461
2019,9,148068464
2019,6,148060230
2019,9,148065453
2019,6,148068572
2019,6,148068589
2019,9,148060323
2019,6,148068618
2019,9,148060360
2019,9,148068685
2019,9,148068719
2019,6,148068723
2019,9,148068756
2019,9,148068785
2019,9,148060616
2019,9,148060654
2019,9,148065701
2019,6,148060704
2019,9,148060719
2019,9,148068907
2019,6,148068930
2019,6,148068941
2019,6,148060779
2019,9,148060868
2019,9,148060878
2019,6,148060894
2019,9,148060904
2019,8,148065788
2019,9,148069065
2019,6,148060930
2019,6,148060931
2019,9,148060952
2019,9,148060951
2019,9,148061007
2019,6,148069182
2019,9,148061086
2019,9,148061100
2019,6,148069244
2019,6,148069255
2019,6,148069254
2019,9,148065841
2019,9,148071185
2019,6,148069427
2019,9,148071321
2019,6,148069461
2019,6,148071380
2019,9,148071409
2019,6,148071418
2019,9,148071426
2019,9,148069516
2019,6,148071462
2019,9,148069523
2019,9,148069532
2019,6,148065970
2019,9,148069581
2019,6,148069592
2019,9,148066027
2019,10,148069598
2019,6,148069608
2019,6,148069609
2019,9,148069614
2019,9,148069624
2019,6,148069645
2019,9,148066075
2019,9,148069664
2019,9,148071628
2019,6,148069678
2019,6,148069677
2019,9,148069686
2019,9,148069697
2019,9,148069710
2019,6,148066129
2019,9,148069720
2019,9,148069727
2019,9,148069729
2019,9,148069744
2019,9,148069755
2019,9,148076176
2019,9,148069761
2019,9,148069764
2019,9,148069767
2019,6,148076192
2019,9,148076191
2019,9,148076193
2019,9,148069811
2019,9,148069820
2019,9,148071734
2019,9,148069834
2019,9,148069840
2019,9,148076249
2019,9,148069850
2019,6,148069857
2019,9,148076266
2019,9,148071780
2019,9,148071779
2019,6,148076273
2019,9,148069880
2019,9,148076290
2019,9,148069897
2019,6,148069905
2019,9,148076298
2019,9,148069915
2019,9,148069942
2019,6,148069943
2019,9,148069950
2019,8,148069991
2019,9,146821182
2019,9,146795686
2019,6,146821203
2019,6,146795684
2019,6,146821214
2019,6,146821215
2019,9,146821314
2019,6,146795893
2019,6,146821387
2019,9,146821424
2019,6,146821484
2019,9,146821491
2019,6,146821511
2019,6,146821512
2019,6,146796030
2019,9,146821523
2019,6,146796097
2019,6,146796131
2019,6,146821592
2019,7,146821605
2019,9,146821627
2019,9,146814088
2019,9,146821638
2019,9,147375442
2019,6,147375519
2019,6,147375520
2019,9,147378763
2019,9,147375594
2019,9,147375655
2019,9,147384051
2019,9,147378961
2019,6,147375838
2019,6,147384248
2019,6,147384297
2019,9,147384326
2019,9,147379099
2019,9,147379119
2019,6,147375990
2019,9,147379149
2019,6,147384487
2019,9,147384515
2019,6,147376123
2019,9,147384591
2019,6,147384636
2019,6,147379297
2019,6,147379298
2019,6,147384749
2019,6,147379404
2019,9,147384865
2019,9,147386395
2019,6,147379447
2019,9,147379456
2019,9,147379455
2019,6,147384991
2019,9,147385025
2019,6,147386540
2019,9,147379513
2019,9,147379533
2019,6,147386585
2019,6,147386600
2019,9,147379574
2019,6,147379579
2019,6,147379578
2019,8,147379581
2019,6,147379581
2019,9,147379600
2019,6,147379608
2019,6,147385172
2019,6,147379630
2019,9,147379664
2019,6,147379672
2019,6,147386712
2019,6,147379691
2019,6,147379698
2019,6,147385285
2019,6,147379743
2019,6,147385327
2019,6,147379760
2019,9,147379764
2019,6,147386831
2019,6,147386833
2019,6,147386832
2019,6,147385458
2019,8,147379842
2019,8,147379843
2019,6,147385481
2019,6,147386890
2019,9,147385528
2019,6,147379891
2019,9,147379908
2019,9,147385586
2019,9,147385607
2019,9,147379938
2019,9,147385644
2019,6,147387028
2019,9,147387035
2019,9,147385671
2019,9,147379997
2019,9,147380010
2019,9,147385733
2019,9,147380041
2019,9,147380108
2019,9,147387175
2019,9,147387228
2019,9,147380164
2019,9,147380229
2019,9,147387322
2019,6,147387325
2019,6,147387326
2019,9,147386071
2019,9,147380274
2019,6,147387367
2019,6,147387366
2019,9,147387400
2019,6,147386169
2019,6,147387408
2019,6,147391185
2019,6,147391195
2019,9,147387433
2019,6,147387439
2019,6,147382086
2019,6,147382085
2019,9,147377565
2019,9,147377580
2019,9,147373952
2019,9,147377587
2019,9,147382299
2019,9,147374085
2019,6,147382366
2019,9,147377740
2019,9,147382449
2019,9,147382473
2019,8,147382506
2019,9,147377832
2019,6,147382571
2019,9,147374274
2019,9,147374286
2019,9,147377867
2019,9,147374330
2019,9,147382652
2019,6,147382666
2019,9,147374369
2019,9,147382683
2019,6,147382689
2019,6,147382688
2019,9,147382717
2019,9,147374458
2019,6,147377969
2019,6,147374504
2019,9,147378009
2019,9,147382877
2019,9,147374569
2019,9,147374607
2019,9,147374625
2019,9,147378093
2019,9,147383013
2019,9,147374681
2019,9,147383051
2019,9,147374774
2019,6,147383139
2019,6,147383140
2019,9,147374819
2019,9,147374835
2019,6,147383206
2019,9,147374865
2019,9,147383259
2019,9,147374956
2019,9,147383355
2019,9,147378354
2019,6,147375005
2019,9,147383480
2019,9,147378424
2019,6,147375105
2019,9,147383521
2019,6,147378470
2019,6,147378488
2019,6,147383556
2019,9,147375167
2019,9,147378511
2019,9,147375216
2019,6,147383648
2019,6,147375249
2019,9,147378569
2019,9,147383697
2019,9,147397252
2019,6,147397255
2019,6,147390026
2019,6,147390027
2019,6,147390043
2019,9,147397284
2019,6,147397288
2019,6,147397305
2019,7,147397304
2019,6,147397314
2019,6,147394302
2019,6,147394301
2019,9,147397325
2019,9,147394321
2019,6,147397332
2019,6,147394330
2019,9,147397354
2019,6,147394367
2019,6,147394365
2019,6,147397391
2019,9,147397395
2019,9,147397405
2019,9,147397431
2019,9,147397440
2019,3,147397450
2019,9,147397452
2019,9,147397462
2019,9,147397471
2019,9,147397475
2019,6,147397478
2019,9,147397480
2019,6,147397487
2019,6,147397486
2019,9,147397496
2019,9,147390149
2019,6,147397503
2019,6,147397510
2019,6,147397509
2019,9,147397511
2019,6,147397517
2019,6,147397521
2019,9,146821270
2019,1,146813941
2019,9,146813978
2019,9,146813982
2019,9,146813985
2019,6,146795941
2019,6,146795974
2019,6,146821492
2019,9,146814035
2019,9,146821516
2019,6,146796047
2019,6,146796045
2019,6,146821537
2019,9,146821553
2019,6,146796094
2019,6,146821564
2019,9,146821582
2019,9,146821609
2019,9,146826177
2019,9,146821631
2019,9,146821634
2019,9,146826204
2019,6,146826213
2019,6,146821645
2019,9,146821664
2019,6,146826259
2019,9,146821669
2019,6,146814120
2019,6,146821683
2019,6,146821687
2019,9,146821301
2019,9,146795872
2019,9,146821264
2019,6,147382260
2019,9,147382257
2019,6,147377675
2019,9,147382159
2019,9,147377610
2019,9,147377735
2019,9,147377819
2019,9,147374262
2019,6,147374362
2019,9,147382696
2019,9,147377938
2019,9,147374441
2019,6,147377994
2019,6,147374524
2019,6,147374523
2019,6,147382953
2019,6,147382963
2019,9,147378124
2019,9,147383077
2019,6,147383111
2019,6,147378261
2019,6,147378260
2019,9,147383196
2019,9,147374908
2019,6,147378307
2019,6,147383306
2019,6,147374961
2019,9,147383391
2019,6,147383490
2019,6,147383488
2019,9,147378450
2019,6,147375130
2019,9,147375191
2019,9,147383595
2019,9,147375321
2019,6,147378623
2019,6,147383751
2019,6,147383750
2019,6,147383770
2019,9,147375404
2019,9,147378712
2019,6,147375496
2019,6,147375497
2019,6,147378732
2019,9,147375509
2019,9,147378823
2019,9,147383992
2019,9,147375629
2019,6,147384013
2019,8,147384012
2019,9,147378861
2019,6,147384059
2019,9,147378932
2019,6,147384139
2019,9,147384147
2019,9,147375782
2019,6,147384184
2019,6,147378976
2019,6,147378998
2019,6,147384243
2019,9,147379081
2019,9,147379117
2019,6,147384407
2019,6,147375997
2019,9,147379166
2019,6,147386195
2019,9,147384707
2019,6,147386291
2019,6,147379443
2019,9,147384959
2019,9,147386493
2019,6,147385059
2019,6,147385100
2019,9,147379570
2019,6,147379587
2019,9,147379594
2019,6,147386638
2019,6,147385191
2019,6,147385192
2019,9,147379649
2019,6,147386690
2019,9,147379754
2019,9,147386788
2019,6,147379768
2019,9,147379780
2019,9,147386829
2019,9,147385406
2019,1,148257490
2019,9,148249110
2019,6,148257762
2019,9,148249248
2019,9,148249279
2019,6,148044040
2019,6,148047741
2019,6,148044052
2019,9,148044072
2019,9,148047759
2019,9,148044083
2019,9,148049958
2019,9,148049989
2019,6,148061586
2019,9,148050085
2019,9,148061767
2019,9,148057539
2019,6,148061825
2019,6,148050252
2019,8,148050253
2019,9,148057601
2019,9,148061966
2019,6,148061992
2019,9,148050380
2019,9,148062023
2019,6,148050411
2019,6,148050421
2019,6,148057732
2019,6,148057733
2019,9,148050432
2019,6,148062121
2019,9,148050460
2019,9,148050488
2019,9,148057786
2019,9,148062264
2019,9,148062266
2019,9,148057845
2019,1,148050609
2019,9,148050606
2019,6,148050623
2019,6,148050624
2019,9,148062380
2019,6,148057928
2019,9,148050766
2019,6,148050774
2019,9,148057999
2019,9,148050803
2019,9,148058034
2019,9,148062607
2019,6,148050925
2019,9,148050936
2019,9,148050945
2019,8,148058162
2019,8,148050986
2019,9,148062776
2019,9,148058199
2019,9,148051040
2019,9,148062827
2019,9,148062859
2019,1,148051078
2019,9,148062867
2019,6,148062879
2019,6,148066220
2019,9,148063051
2019,6,148066240
2019,6,148063113
2019,9,148063186
2019,9,148066378
2019,9,148066420
2019,9,148063307
2019,9,148058538
2019,9,148063361
2019,9,148066560
2019,9,148058599
2019,9,148066588
2019,6,148058656
2019,6,148063532
2019,9,148058678
2019,9,148058704
2019,9,148066725
2019,9,148058725
2019,6,148063628
2019,6,148063659
2019,6,148063662
2019,6,148063712
2019,6,148066816
2019,9,148058833
2019,6,148063774
2019,6,148066871
2019,6,148063817
2019,3,148066939
2019,6,148066939
2019,9,148066947
2019,9,148066981
2019,9,148067000
2019,9,148058995
2019,6,148067063
2019,6,148067061
2019,9,148059017
2019,9,148067137
2019,9,148067153
2019,6,148067173
2019,6,148064118
2019,9,148067192
2019,6,148059151
2019,6,148059213
2019,9,148059219
2019,6,148064441
2019,9,148064453
2019,6,148067526
2019,6,148059402
2019,9,148059438
2019,6,148064556
2019,9,148059458
2019,9,148064571
2019,9,148064592
2019,6,148067625
2019,9,148067635
2019,9,148064672
2019,9,148067734
2019,9,148064718
2019,6,148067799
2019,6,148059623
2019,6,148067797
2019,9,148064762
2019,9,148067866
2019,6,148067878
2019,6,148067877
2019,6,148067880
