"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2019,134282009,1,
2019,134282115,9,
2019,134290748,10,
2019,134293153,10,
2019,134282172,1,
2019,134293391,10,
2019,134282377,10,
2019,134282381,10,
2019,134293392,10,
2019,134282384,10,
2019,134282379,10,
2019,134293393,10,
2019,134282378,10,
2019,134293397,9,
2019,134282451,10,
2019,134282467,1,
2019,118534476,1,
2019,134293472,1,
2019,134293477,9,
2019,134282487,9,
2019,134291076,1,
2019,134282620,10,
2019,134282630,1,
2019,134293878,1,
2019,134298000,9,
2019,134291477,9,
2019,134291497,1,
2019,134291522,9,
2019,134291525,1,
2019,134298131,1,
2019,134298157,1,
2019,134298361,1,
2019,134298424,6,
2019,134298472,1,
2019,134298483,1,
2019,134292326,1,
2019,134292406,1,
2019,134292511,1,
2019,134299040,10,
2019,118539477,1,
2019,118542540,9,
2019,118525756,9,
2019,118529578,9,
2019,118546282,10,
2019,118529687,10,
2019,118525936,10,
2019,134280941,6,
2019,134287106,1,
2019,134289940,1,
2019,134281301,1,
2019,134281378,1,
2019,134281492,10,
2019,134287644,1,
2019,134290353,9,
2019,134281715,1,
2019,134292968,10,
2019,134281918,10,
2019,134292969,10,
2019,134290582,10,
2019,134292998,10,
2019,134282246,1,
2019,134293299,1,
2019,134282335,1,
2019,134282474,10,
2019,134282473,10,
2019,134291041,10,
2019,134282586,9,
2019,134282643,9,
2019,134282644,9,
2019,134293614,1,
2019,134291139,10,
2019,134291140,1,
2019,134293611,1,
2019,134291208,9,
2019,134291623,1,
2019,134291956,9,
2019,134292060,2,
2019,134292060,9,
2019,134294380,10,
2019,134292132,9,
2019,134298665,10,
2019,134292154,10,
2019,134292156,10,
2019,134292252,1,
2019,134292283,1,
2019,134292356,1,
2019,134969819,2,
2019,134969819,9,
2019,134966266,1,
2019,134966267,1,
2019,134966488,1,
2019,134970373,1,
2019,134966731,9,
2019,134292139,1,
2019,134294347,9,
2019,134292162,2,
2019,134292437,9,
2019,134292474,10,
2019,134292482,10,
2019,134292506,1,
2019,134292514,1,
2019,134292542,1,
2019,134292629,1,
2019,134299111,6,
2019,134292682,1,
2019,134292698,1,
2019,134292699,1,
2019,134292700,1,
2019,134292703,1,
2019,134292713,1,
2019,134292725,1,
2019,134292745,1,
2019,134292757,1,
2019,134292759,10,
2019,134292812,10,
2019,134292827,10,
2019,134292844,1,
2019,134292856,10,
2019,134292878,1,
2019,134292879,1,
2019,134292882,9,
2019,134302955,10,
2019,134302971,10,
2019,134303018,10,
2019,134303029,10,
2019,134270668,1,
2019,134271052,1,
2019,134267364,10,
2019,134278264,10,
2019,134267366,10,
2019,134271868,1,
2019,134267878,9,
2019,134774143,1,
2019,124432941,1,
2019,124432944,1,
2019,134966573,1,
2019,134970493,10,
2019,134970587,1,
2019,133522838,1,
2019,133537961,9,
2019,133534087,1,
2019,133534182,10,
2019,133529576,10,
2019,133538613,10,
2019,133529578,10,
2019,133538616,10,
2019,133538971,1,
2019,133542819,9,
2019,133543462,1,
2019,133553060,1,
2019,133548959,1,
2019,133544587,1,
2019,133549044,1,
2019,133544673,10,
2019,133549316,1,
2019,133545008,1,
2019,133545502,1,
2019,133522355,9,
2019,133522688,1,
2019,133522769,3,
2019,133538089,1,
2019,133538615,2,
2019,133539099,1,
2019,133540228,10,
2019,133540219,10,
2019,133535360,10,
2019,133535354,10,
2019,133540225,10,
2019,133540224,10,
2019,133540220,10,
2019,133535359,10,
2019,133530872,1,
2019,133531735,1,
2019,133537111,1,
2019,133531871,10,
2019,133542318,1,
2019,133542449,1,
2019,133537444,1,
2019,133542879,10,
2019,133543435,1,
2019,133543434,1,
2019,133543446,1,
2019,133543976,10,
2019,133548851,1,
2019,133544484,1,
2019,133544483,1,
2019,133553485,1,
2019,133544855,1,
2019,133544901,1,
2019,133544910,1,
2019,133544958,1,
2019,133549854,1,
2019,133545458,10,
2019,133545461,1,
2019,133545463,1,
2019,133545475,1,
2019,133545706,10,
2019,133545770,1,
2019,132992796,10,
2019,134266309,10,
2019,134266336,1,
2019,134266952,1,
2019,134271378,1,
2019,134271391,1,
2019,134271392,1,
2019,134271451,2,
2019,134271472,1,
2019,134271637,1,
2019,134267381,10,
2019,134271715,2,
2019,134285064,9,
2019,134285161,9,
2019,134288992,9,
2019,134280830,1,
2019,134286839,9,
2019,134289838,6,
2019,134289839,6,
2019,134290021,1,
2019,134281311,1,
2019,134287367,1,
2019,134287401,9,
2019,134287520,10,
2019,134290238,10,
2019,134281510,10,
2019,134287554,9,
2019,134281955,10,
2019,134281956,10,
2019,134281957,10,
2019,134281954,10,
2019,134290831,1,
2019,134293454,6,
2019,134293451,6,
2019,134282510,9,
2019,134293623,1,
2019,134293742,1,
2019,134291429,1,
2019,134291433,1,
2019,134291431,1,
2019,134298120,9,
2019,134298119,9,
2019,133521743,1,
2019,133522459,1,
2019,133522525,1,
2019,133533590,1,
2019,133522598,1,
2019,133522761,1,
2019,133533907,1,
2019,133533925,1,
2019,133538718,1,
2019,133538801,1,
2019,133534562,1,
2019,133535358,1,
2019,133535597,10,
2019,133535704,6,
2019,133536291,1,
2019,133541227,1,
2019,133542100,10,
2019,133533623,1,
2019,133537916,9,
2019,133538201,6,
2019,133530304,1,
2019,134298114,9,
2019,134291524,9,
2019,134291563,1,
2019,134298236,1,
2019,134298375,1,
2019,134294391,10,
2019,134294402,1,
2019,134292180,1,
2019,134294488,10,
2019,134298979,10,
2019,134298980,10,
2019,134298981,10,
2019,134294515,1,
2019,133522462,1,
2019,132992872,1,
2019,133002925,1,
2019,133533605,6,
2019,133522567,9,
2019,133522719,6,
2019,133522773,1,
2019,133537921,1,
2019,133538823,9,
2019,133539196,1,
2019,133539446,10,
2019,133534692,10,
2019,133540132,1,
2019,133540492,1,
