"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2019,21,148052073
2019,21,148052072
2019,21,148052078
2019,21,148044449
2019,21,148052106
2019,21,148048036
2019,21,148052120
2019,21,148044485
2019,21,148048054
2019,21,148048062
2019,21,148052191
2019,21,148048070
2019,21,148052215
2019,21,148052214
2019,21,148048077
2019,21,148052242
2019,21,148048086
2019,21,148048087
2019,21,148052259
2019,21,148052264
2019,21,148048094
2019,21,148052286
2019,21,148044610
2019,21,148044611
2019,21,148044609
2019,21,148052351
2019,21,148052361
2019,21,148052363
2019,21,148048153
2019,21,148052369
2019,21,148052381
2019,21,148048163
2019,21,148048167
2019,21,148052393
2019,21,148052421
2019,21,148044662
2019,21,148052435
2019,21,148044667
2019,21,148052475
2019,21,148052505
2019,21,148052506
2019,21,148052523
2019,21,148048212
2019,21,148052540
2019,21,148048217
2019,21,148052566
2019,21,148044726
2019,21,148044736
2019,21,148052600
2019,21,148044754
2019,21,148052625
2019,21,148048259
2019,21,148052646
2019,21,148048265
2019,21,148052660
2019,21,148044786
2019,21,148048283
2019,21,148052673
2019,21,148052684
2019,21,148044807
2019,21,148048292
2019,21,148048291
2019,21,148048296
2019,21,148044818
2019,21,148048302
2019,21,148052717
2019,21,148044826
2019,21,148052727
2019,21,148052728
2019,21,148051685
2019,21,148051687
2019,21,148044169
2019,21,148051726
2019,21,148051790
2019,21,148051794
2019,21,148051795
2019,21,148047895
2019,21,148047896
2019,21,148051824
2019,21,148051840
2019,21,148044266
2019,21,148044294
2019,21,148051904
2019,21,148051920
2019,21,148051930
2019,21,148052875
2019,21,148052874
2019,21,148051977
2019,21,148052873
2019,21,148052004
2019,21,148052878
2019,21,148052025
2019,21,148052036
2019,21,148044430
2019,21,148052101
2019,21,148052100
2019,21,148048034
2019,21,148052126
2019,21,148048043
2019,21,148048045
2019,21,148052140
2019,21,148052161
2019,21,148044511
2019,21,148044512
2019,21,148052193
2019,21,148048396
2019,21,148052919
2019,21,148052927
2019,21,148052239
2019,21,148052253
2019,21,148052939
2019,21,148052285
2019,21,148048433
2019,21,148052292
2019,21,148052304
2019,21,148048124
2019,21,148048123
2019,21,148048122
2019,21,148052335
2019,21,148052346
2019,21,148044642
2019,21,148044641
2019,21,148052405
2019,21,148052427
2019,21,148052443
2019,21,148048195
2019,21,148052500
2019,21,148044698
2019,21,148044699
2019,21,148044700
2019,21,148044708
2019,21,148052557
2019,21,148052558
2019,21,148052570
2019,21,148052584
2019,21,148052581
2019,21,148052624
2019,21,148052627
2019,21,148052642
2019,21,148048276
2019,21,148052667
2019,21,148052715
2019,21,148048308
2019,21,148052729
2019,21,148044831
2019,21,148052739
2019,21,148052740
2019,21,148044842
2019,21,148048335
2019,21,148052755
2019,21,148044845
2019,21,148044846
2019,21,148048340
2019,21,148044858
2019,21,148044857
2019,21,148048357
2019,21,148052795
2019,21,148052794
2019,21,148052991
2019,21,148052820
2019,21,148053004
2019,21,148044896
2019,21,148052845
2019,21,148052857
2019,21,148048389
2019,21,148044913
2019,21,148053010
2019,21,148053021
2019,21,148053025
2019,21,148045021
2019,21,148045028
2019,22,148053072
2019,21,148053075
2019,21,148048487
2019,21,148053078
2019,21,148045066
2019,21,148053100
2019,21,148045079
2019,21,148048510
2019,21,148045092
2019,21,148045091
2019,21,148053124
2019,21,148053136
2019,21,148048525
2019,21,148053154
2019,21,148053166
2019,21,148048529
2019,21,148045133
2019,21,148045137
2019,21,148053235
2019,21,148053236
2019,21,148045157
2019,21,148053272
2019,21,148053282
2019,21,148053284
2019,21,148053290
2019,21,148048571
2019,21,148053311
2019,21,148045186
2019,21,148053318
2019,21,148053328
2019,21,148053330
2019,21,148045209
2019,21,148045211
2019,21,148045220
2019,21,148045223
2019,21,148048592
2019,21,148045224
2019,21,148045232
2019,21,148053378
2019,21,148053387
2019,21,148048599
2019,21,148048602
2019,21,148045255
2019,21,148045256
2019,21,148053421
2019,21,148045258
2019,21,148053429
2019,21,148045268
2019,21,148053438
2019,21,148053446
2019,21,148053445
2019,21,148048629
2019,21,148045293
2019,21,148045294
2019,21,148045296
2019,21,148053483
2019,21,148045312
2019,21,148045314
2019,21,148053521
2019,21,148053533
2019,21,148053534
2019,21,148048660
2019,21,148045330
2019,21,148053540
2019,21,148053546
2019,21,148045335
2019,21,148053548
2019,21,148053547
2019,21,148053571
2019,21,148045354
2019,21,148048679
2019,21,148048683
2019,21,148045361
2019,21,148048689
2019,21,148053617
2019,21,148053618
2019,21,148045380
2019,21,148053627
2019,21,148048707
2019,21,148053640
2019,21,148053641
2019,21,148053654
2019,21,148045385
2019,21,148048712
2019,21,148053665
2019,21,148053674
2019,21,148053680
2019,21,148053692
2019,21,148053691
2019,21,148045401
2019,21,148053694
2019,21,148053696
2019,21,148053705
2019,21,148048739
2019,21,148053719
2019,21,148045412
2019,21,148053729
2019,21,148053730
2019,21,148053742
2019,21,148053747
2019,21,148053764
2019,21,132112950
2019,21,132105047
2019,21,132113036
2019,21,132113040
2019,21,132105064
2019,21,132113050
2019,21,132105085
2019,21,132105089
2019,21,132111026
2019,21,132113065
2019,21,132105105
2019,21,132111036
2019,21,132113086
2019,21,132111055
2019,21,132113103
2019,21,132105156
2019,21,132105163
2019,21,132105164
2019,21,132105175
2019,21,132105224
2019,21,132116164
2019,22,132105346
2019,21,132116268
2019,21,132105442
2019,21,132113963
2019,21,132122267
2019,22,132115837
2019,21,132125245
2019,21,148051579
2019,21,148044057
2019,21,148047760
2019,21,148051682
2019,21,148047827
2019,21,148051722
2019,21,148044194
2019,21,148044199
2019,21,148051764
2019,21,148051769
2019,21,148051779
2019,21,148051804
2019,21,148051818
2019,21,148051819
2019,21,148051829
2019,21,148051828
2019,21,148051841
2019,21,148051842
2019,21,148051849
2019,21,148051864
2019,21,148047936
2019,21,148051901
2019,21,148051910
2019,21,148051911
2019,21,148051935
2019,21,148051940
2019,21,148044353
2019,21,148051968
2019,21,148051973
2019,21,148052020
2019,21,148052019
2019,21,148052086
2019,21,148048025
2019,21,148048026
2019,21,148052102
2019,21,148044458
2019,21,148052130
2019,21,148044478
2019,21,148044486
2019,21,148048053
2019,21,148048052
2019,21,148052168
2019,21,148052184
2019,21,148044527
2019,21,148044532
2019,21,148044539
2019,21,148052236
2019,21,148052246
2019,21,148052254
2019,21,148044565
2019,21,148048101
2019,21,148044579
2019,21,148052313
2019,21,132115755
2019,21,132115770
2019,21,132124977
2019,21,132125002
2019,21,132119369
2019,21,132125048
2019,21,132125210
2019,21,148055597
2019,21,148055602
2019,21,148055608
2019,21,148056202
2019,21,148055618
2019,21,148055619
2019,21,148055626
2019,21,148055628
2019,21,148055630
2019,21,148055633
2019,21,148055637
2019,21,148055647
2019,21,148055646
2019,21,148055650
2019,21,148055661
2019,21,148055665
2019,21,148055683
2019,21,148055701
2019,21,148056238
2019,21,148055716
2019,21,148055732
2019,21,148056082
2019,21,148057071
2019,21,148056121
2019,21,148049683
2019,21,148057100
2019,21,148056139
2019,21,148056140
2019,21,148057154
2019,21,148061178
2019,21,148061209
2019,21,148061215
2019,21,148049751
2019,21,148049752
2019,21,148057206
2019,21,148057217
2019,21,148061249
2019,21,148057227
2019,21,148049815
2019,21,148049813
2019,21,148061279
2019,21,148061284
2019,21,148061333
2019,21,148061334
2019,21,148057303
2019,21,148061365
2019,21,148061368
2019,21,148049874
2019,21,148061382
2019,21,148061386
2019,21,148061389
2019,21,148061426
2019,21,148061427
2019,21,148061437
2019,21,148061442
2019,21,148061447
2019,21,148061454
2019,21,148061482
2019,21,148061480
2019,21,148049941
2019,21,148061504
2019,21,148049963
2019,21,148057378
2019,21,148061538
2019,21,148049987
2019,21,148057386
2019,21,148049996
2019,22,148050009
2019,22,148050011
2019,21,148061558
2019,21,148050021
2019,21,148057405
2019,21,148061581
2019,21,148057415
2019,21,148050053
2019,21,148061610
2019,21,148061635
2019,22,148061646
2019,21,148061649
2019,22,148061662
2019,21,148050106
2019,21,148050111
2019,21,148050112
2019,21,148050122
2019,21,148050115
2019,21,148061691
2019,21,148061690
2019,21,148057474
2019,21,148057473
2019,21,148057476
2019,21,148061723
2019,21,148057487
2019,21,148061724
2019,21,148057499
2019,22,148061744
2019,21,148061750
2019,21,148061760
2019,21,148050187
2019,21,148061766
2019,21,148057525
2019,21,148061782
2019,21,148057538
2019,21,148050198
2019,21,148061802
2019,21,148061830
2019,21,148061867
2019,21,148061869
2019,21,148051069
2019,21,148062875
2019,21,148058250
2019,21,148062896
2019,21,148062937
2019,21,148062983
2019,22,148066176
2019,22,148066174
2019,21,148066202
2019,21,148066205
2019,21,148063029
2019,21,148063039
2019,21,148058331
2019,21,148063046
2019,21,148063050
2019,21,148063057
2019,21,148066235
2019,21,148063058
2019,21,148066279
2019,21,148058365
2019,21,148058370
2019,21,148058379
2019,21,148066289
2019,21,148066300
2019,21,148063154
2019,21,148066317
2019,21,148066316
2019,21,148063172
2019,21,148058402
2019,21,148058404
2019,21,148063171
2019,21,148063211
2019,21,148063226
2019,21,148066382
2019,21,148063233
2019,21,148066385
2019,21,148066400
2019,21,148066402
2019,21,148066413
2019,21,148058462
2019,21,148063265
2019,21,148066423
2019,21,148066424
2019,21,148058473
2019,21,148058474
2019,22,148066432
2019,21,148058491
2019,21,148063303
2019,21,148058498
2019,21,148063311
2019,21,148063310
2019,21,148063309
2019,21,148058502
2019,22,148063316
2019,21,148058527
2019,21,148058526
2019,21,148063358
2019,21,148063360
2019,21,148063370
2019,22,148066498
2019,22,148058556
2019,21,148063376
2019,21,148063377
2019,21,148058563
2019,21,148063391
2019,21,148058568
2019,21,148058244
2019,21,148058253
2019,21,148051124
2019,21,148051119
2019,22,148062963
2019,21,148062995
2019,21,148066203
2019,21,148051101
2019,21,148066213
2019,21,148066246
2019,21,148063091
2019,21,148063101
2019,21,148063108
2019,21,148058371
2019,21,148066357
2019,21,148066367
2019,21,148058436
2019,21,148058469
2019,21,148063281
2019,21,148058484
2019,21,148058487
2019,22,148066454
2019,22,148066455
2019,21,148066465
2019,21,148066466
2019,22,148058518
2019,22,148066468
2019,22,148058519
2019,21,148063333
2019,21,148058522
2019,21,148063350
2019,21,148058553
2019,22,148063403
2019,22,148063401
2019,21,148058576
2019,21,148063424
2019,21,148063428
2019,22,148063441
2019,22,148063448
2019,21,148066572
2019,21,148058610
2019,21,148063471
2019,21,148058619
2019,21,148063476
2019,21,148066586
2019,21,148058620
2019,21,148058621
2019,21,148063486
2019,21,148066609
2019,21,148066612
2019,21,148058641
2019,21,148058643
2019,21,148066646
2019,21,148066648
2019,21,148066660
2019,21,148063526
2019,21,148063528
2019,21,142601935
2019,22,142601883
2019,21,142598311
2019,21,142601944
2019,21,142611514
2019,21,142598373
2019,21,142598380
2019,21,142601995
2019,21,142598416
2019,21,142611540
2019,21,142602005
2019,21,142598435
2019,21,142611568
2019,21,142602055
2019,21,142602067
2019,21,142602073
2019,21,142602075
2019,21,142602072
2019,21,142602100
2019,21,133902101
2019,22,132104703
2019,21,132105058
2019,21,132113052
2019,21,132113080
2019,21,132105128
2019,21,132113097
2019,21,132113104
2019,21,132111067
2019,21,132111074
2019,21,132113117
2019,21,132105171
2019,21,132105187
2019,21,132105202
2019,21,132111122
2019,21,132105241
2019,21,132105265
2019,21,132105285
2019,21,132105372
2019,21,132105648
2019,21,132105725
2019,21,132105799
2019,22,140195472
2019,21,140195474
2019,21,140195489
2019,22,140195509
2019,22,140195518
2019,21,140195543
2019,21,140195576
2019,21,148769137
2019,21,148769203
2019,21,148777589
2019,21,148769225
2019,21,148777594
2019,21,148777595
2019,21,148777593
2019,21,148773370
2019,21,148777601
2019,21,148769247
2019,21,148777604
2019,21,148769255
2019,21,148769263
2019,21,148769273
2019,21,148769272
2019,21,148777622
2019,21,148769313
2019,21,148777627
2019,21,148777626
2019,21,148769409
2019,21,148777662
2019,21,148769889
2019,21,148777870
2019,21,148769919
2019,21,148777876
2019,21,148777877
2019,21,132121846
2019,21,132117197
2019,21,132121892
2019,21,132121903
2019,21,132121919
2019,21,132117238
2019,21,132113814
2019,21,148050551
2019,21,148050560
2019,21,132121988
2019,21,132121993
2019,21,132122020
2019,21,148062276
2019,21,148062290
2019,21,148050590
2019,21,148057880
2019,22,148050634
2019,21,148050684
2019,21,148062420
2019,21,148050738
2019,21,148057969
2019,21,148057971
2019,21,148050751
2019,21,148057986
2019,21,132121821
2019,21,132117166
2019,21,148057987
2019,21,148057993
2019,21,148062540
2019,21,148058007
2019,21,132123424
2019,21,132114779
2019,21,132118218
2019,22,148058028
2019,21,148050824
2019,21,148050825
2019,21,148062614
2019,21,148058065
2019,21,148050878
2019,21,148062660
2019,21,148058120
2019,21,148058119
2019,21,148058122
2019,21,148050951
2019,21,148062744
2019,21,148050970
2019,21,132118385
2019,21,132118386
2019,21,132118390
2019,21,132118412
2019,21,132118415
2019,21,132118429
2019,21,132118441
2019,21,132118440
2019,21,132118466
2019,21,132123813
2019,21,132114986
2019,21,132118493
2019,21,132123836
2019,21,148058156
2019,22,148058165
2019,22,148050989
2019,21,148062788
2019,22,148062793
2019,21,148051030
2019,21,132119328
2019,21,132115750
2019,21,132124964
2019,21,132124993
2019,21,148051029
2019,21,132115848
2019,21,148051034
2019,21,148051045
2019,21,148051047
2019,21,148058210
2019,21,148051044
2019,21,148058216
2019,21,148062872
2019,21,148051098
2019,21,148062881
2019,21,148058258
2019,21,148062926
2019,21,148058274
2019,21,148062938
2019,21,148062945
2019,22,148062956
2019,21,148051154
2019,21,148051155
2019,21,148066182
2019,21,148062996
2019,21,148066200
2019,21,148063013
2019,22,148058337
2019,21,148066234
2019,21,148066239
2019,21,148063059
2019,21,148066248
2019,21,148058358
2019,21,148058363
2019,22,148063120
2019,21,148063124
2019,21,148063142
2019,21,148058388
2019,22,148063158
2019,21,148058395
2019,21,148058394
2019,21,148066326
2019,21,148063183
2019,21,148063182
2019,21,148063192
2019,21,148058421
2019,21,148063206
2019,21,148063214
2019,21,148066384
2019,21,148066383
2019,21,148063247
2019,21,148066403
2019,21,148063253
2019,21,148063266
2019,21,136915333
2019,21,136909181
2019,21,136906132
2019,21,136909287
2019,21,136916161
2019,21,140202113
2019,22,140195486
2019,21,136915547
2019,21,136915555
2019,21,136909313
2019,21,136915589
2019,22,140195505
2019,22,140195506
2019,22,140195523
2019,22,140195540
2019,22,140195537
2019,21,146813794
2019,21,146821181
2019,22,146813798
2019,21,146813797
2019,21,146821187
2019,22,146795671
2019,21,146813802
2019,21,146813805
2019,21,146813810
2019,21,146795683
2019,21,146795687
2019,21,146813830
2019,21,146795702
2019,22,146813835
2019,21,146821224
2019,21,146813837
2019,21,146813841
2019,21,146813851
2019,22,146813860
2019,21,146795759
2019,21,146795760
2019,21,146795784
2019,21,146795786
2019,22,146821294
2019,22,146795801
2019,21,146813889
2019,21,146813900
2019,21,146813908
2019,21,146813907
2019,21,146795834
2019,21,146813922
2019,21,146795870
2019,22,146821367
2019,22,146795874
2019,22,146795877
2019,22,146813949
2019,21,146813943
2019,21,146813944
2019,21,146813964
2019,21,146821412
2019,21,146795910
2019,21,146795913
2019,22,146813983
2019,21,146821432
2019,21,146795943
2019,22,146821442
2019,22,146821443
2019,21,146813994
2019,21,146821450
2019,21,146821456
2019,21,146814002
2019,21,146814000
2019,21,146814006
2019,21,146814011
2019,21,146795980
2019,21,146821480
2019,21,146814020
2019,21,146821490
2019,22,146795989
2019,21,146814024
2019,21,146814027
2019,22,146814029
2019,21,146814030
2019,22,146814036
2019,21,146796031
2019,21,146821518
2019,21,146796051
2019,21,146821525
2019,22,146814040
2019,21,146814041
2019,21,146814042
2019,21,146796067
2019,21,146814046
2019,22,146821547
2019,22,146821545
2019,21,146814049
2019,21,146796074
2019,21,146796101
2019,21,146796109
2019,21,146821580
2019,21,146814061
2019,21,146796124
2019,21,146796130
2019,21,146814063
2019,21,146814062
2019,22,146814068
2019,21,146814070
2019,21,146796146
2019,22,146814075
2019,22,146796154
2019,21,146821607
2019,21,146796149
2019,21,146821617
2019,21,146821616
2019,21,146826176
2019,21,146814082
2019,21,146821626
2019,21,146826187
2019,21,146821629
2019,21,146814090
2019,21,146814089
2019,21,146821636
2019,22,146814096
2019,21,146814102
2019,21,146814100
2019,21,146826230
2019,21,146826243
2019,21,146814105
2019,21,146826242
2019,21,146826256
2019,21,146826252
2019,21,146814113
2019,21,146814115
2019,21,146814117
2019,21,146821674
2019,21,146821675
2019,21,142598273
2019,21,142601886
2019,21,142598302
2019,21,148062306
2019,22,148057903
2019,21,148057921
2019,21,148062404
2019,21,148050689
2019,21,148057940
2019,21,148062442
2019,21,148062486
2019,22,148062505
2019,22,148057981
2019,21,148062515
2019,21,148057990
2019,21,148062546
2019,21,148058042
2019,21,148058046
2019,21,148062599
2019,21,148050896
2019,21,148058139
2019,21,148050957
2019,21,148058148
2019,21,148062758
2019,21,148058155
2019,21,148058167
2019,21,148051012
2019,21,148058192
2019,21,148062814
2019,21,148062824
2019,21,148062823
2019,21,148058222
2019,21,148062869
2019,21,148058239
2019,21,148051133
2019,21,148051153
2019,21,148058308
2019,21,148058307
2019,21,148066181
2019,22,148066194
2019,21,148063043
2019,21,148066283
2019,21,148063160
2019,21,148066355
2019,21,148058433
2019,22,148058442
2019,22,148058445
2019,21,148058451
2019,21,148058455
2019,21,148063288
2019,22,148066453
2019,21,148066457
2019,22,148058517
2019,21,148063328
2019,21,148063329
2019,21,148058525
2019,21,148066469
2019,21,148063352
2019,22,148058544
2019,21,148063406
2019,22,148063429
2019,22,148058597
2019,21,148063494
2019,21,148063497
2019,21,148066658
2019,21,148066689
2019,21,148058692
2019,21,148058701
2019,21,148063572
2019,21,148066735
2019,21,148066734
2019,21,148063616
2019,21,148058737
2019,21,148058736
2019,21,148063657
2019,21,148058762
2019,22,148063687
2019,22,148066833
2019,21,148058817
2019,21,148066893
2019,22,148063813
2019,21,148058874
2019,21,148066917
2019,21,148063855
2019,21,148063866
2019,21,148063881
2019,21,148058937
2019,21,148066980
2019,21,148058951
2019,21,148058955
2019,22,148058966
2019,21,148058974
2019,21,148058973
2019,21,148058975
2019,21,148063954
2019,21,148067027
2019,21,148067042
2019,22,148063993
2019,21,148067066
2019,21,148064015
2019,21,148064019
2019,22,148067080
2019,21,148067117
2019,21,148067121
2019,21,148064077
2019,21,148064096
2019,21,148064111
2019,21,148067172
2019,21,148067184
2019,21,148064151
2019,21,148064153
2019,21,148059139
2019,21,148059141
2019,21,148064176
2019,21,148064178
2019,21,148064187
2019,22,148064198
2019,22,148059186
2019,21,148067281
2019,21,148064251
2019,21,148059221
2019,21,148067339
2019,21,148067340
2019,21,148059250
2019,21,148064289
2019,21,148067348
2019,22,148059270
2019,21,148067366
2019,21,148064322
2019,21,148059285
2019,21,148067380
2019,21,148067422
2019,21,148059310
2019,21,148064373
2019,21,148064371
2019,21,148059319
2019,21,148067425
2019,21,148067439
2019,22,148059347
2019,22,148064419
2019,21,148059365
2019,21,148067474
2019,21,148059376
2019,21,148059391
2019,21,148064489
2019,21,148064491
2019,21,148059407
2019,21,148059413
2019,21,148059419
2019,21,148067559
2019,21,148064531
2019,21,148067583
2019,21,148059452
2019,21,148059457
2019,21,148059464
2019,21,148064591
2019,21,148067614
2019,21,148064608
2019,21,148059504
2019,21,148067647
2019,21,148067656
2019,21,148059519
2019,21,148059520
2019,21,148067668
2019,21,148059523
2019,21,148059547
2019,21,148064679
2019,21,148064684
2019,21,148067735
2019,22,148067870
2019,21,148064784
2019,21,148064798
2019,21,148059695
2019,21,148059701
2019,21,148059729
2019,21,148059734
2019,21,148064852
2019,21,148067988
2019,22,148064860
2019,21,148064886
2019,21,148059773
2019,21,148059784
2019,21,148059787
2019,22,148059792
2019,21,148059797
2019,21,148068067
2019,22,148059830
2019,22,148059829
2019,21,148068113
2019,21,148064983
2019,21,148059854
2019,21,148068142
2019,21,148065022
2019,21,148059880
2019,21,148068181
2019,21,148059929
2019,21,148059933
2019,22,148068208
2019,21,148068227
2019,21,148065125
2019,21,148065127
2019,21,148065167
2019,21,148065177
2019,21,148068301
2019,21,148068310
2019,21,148068322
2019,21,148060041
2019,21,148060047
2019,21,148068336
2019,22,148060050
2019,21,148060056
2019,21,148068355
2019,21,148060069
2019,21,148068359
2019,22,148065275
2019,21,148068378
2019,21,148060114
2019,21,148060125
2019,21,148068408
2019,21,148068409
2019,21,148065311
2019,21,148060141
2019,21,148068440
2019,22,148060170
2019,22,148065359
2019,21,148065368
2019,21,148060202
2019,21,148068487
2019,21,148060206
2019,21,148065422
2019,21,148068521
2019,21,148065452
2019,21,148068548
2019,21,148065464
2019,22,148060287
2019,21,148068577
2019,21,148065493
2019,21,148065519
2019,21,148065535
2019,21,148068637
2019,21,148065544
2019,21,148068647
2019,21,148060411
2019,21,148065569
2019,21,148065576
2019,21,148060481
2019,21,148068718
2019,21,148068731
2019,21,148068740
2019,21,148060528
2019,21,148065635
2019,21,148065657
2019,21,148065656
2019,21,148060598
2019,21,148060601
2019,21,148060620
2019,21,148065686
2019,21,148060672
2019,21,148060686
2019,21,148065718
2019,21,148065717
2019,21,148060706
2019,21,148060716
2019,21,148068878
2019,21,148060726
2019,21,148065735
2019,21,148060748
2019,21,148068957
2019,22,148060802
2019,21,148060814
2019,21,148068980
2019,21,148060840
2019,21,148065774
2019,21,148069011
2019,21,148069017
