"DATA_YEAR","ARRESTEE_ID","WEAPON_ID","NIBRS_ARRESTEE_WEAPON_ID"
2019,37517201,1,37822044
2019,37517202,1,37822045
2019,37517205,1,37822048
2019,37521961,1,37814858
2019,37512325,1,37819431
2019,37512330,1,37819437
2019,37512329,1,37819436
2019,37517213,1,37822054
2019,37512336,1,37819442
2019,37512334,1,37819440
2019,37512335,1,37819441
2019,37521970,1,37814868
2019,37512340,1,37819446
2019,37521975,1,37814873
2019,37517223,1,37822064
2019,37521979,1,37822065
2019,37512357,1,37819463
2019,37517226,1,37819466
2019,37517227,1,37822068
2019,37512364,1,37819471
2019,37512369,4,37814884
2019,37512377,1,37819485
2019,37512376,1,37819484
2019,37512375,1,37819483
2019,37517248,7,37822088
2019,37521990,1,37814887
2019,37512383,1,37814892
2019,37517252,1,37822092
2019,37517256,1,37822097
2019,37512400,1,37819512
2019,37517268,1,37822106
2019,37512416,1,37819533
2019,37517288,1,37822123
2019,37522020,1,37814913
2019,37522019,1,37814912
2019,32095783,1,32123398
2019,32095844,1,32123460
2019,32095853,1,32123470
2019,33440392,1,33480969
2019,33440401,1,33476668
2019,33440402,1,33480972
2019,33454648,1,33480980
2019,33440471,1,33485888
2019,33440480,1,33476730
2019,33449829,1,33481056
2019,33449839,1,33485914
2019,33449760,1,33480970
2019,33454651,1,33480983
2019,33440462,1,33476713
2019,33440464,1,33476715
2019,33440463,1,33476714
2019,33440478,1,33476729
2019,33454696,1,33481046
2019,33440497,1,33485900
2019,33440494,1,33485896
2019,33440498,1,33485901
2019,33449822,1,33476742
2019,33440501,1,33476740
2019,33440504,1,33476747
2019,33449835,1,33481058
2019,33440515,1,33481067
2019,37514344,1,37825929
2019,37514355,1,37823450
2019,32095288,1,32122879
2019,37523088,1,37831512
2019,32095319,1,32122913
2019,32095321,1,32122915
2019,32095322,1,32122916
2019,37523154,1,37826027
2019,32095330,1,32122923
2019,37518677,1,37823535
2019,37518693,1,37831605
2019,37523170,1,37826041
2019,37518701,1,37823556
2019,32082972,1,32109293
2019,32082980,1,32109301
2019,32082987,1,32109309
2019,37523175,1,37826047
2019,37523239,1,37831706
2019,37523246,1,37826124
2019,37518756,1,37831718
2019,32095742,1,32123362
2019,37518757,1,37823606
2019,37518765,1,37826143
2019,37518783,1,37823628
2019,37523277,1,37831757
2019,37524673,1,37831778
2019,37524684,1,37831795
2019,37523308,1,37831794
2019,37524693,1,37831801
2019,37518893,1,37823749
2019,37523422,1,37826318
2019,37523431,1,37826327
2019,37523432,1,37826328
2019,37518923,1,37831933
2019,37523449,3,37826345
2019,37524857,1,37831955
2019,37523461,1,37831962
2019,37524864,1,37831963
2019,37523463,3,37826362
2019,37523469,1,37826367
2019,37523476,1,37826373
2019,37518954,1,37823805
2019,37523478,1,37831970
2019,37523487,1,37831979
