"DATA_YEAR","VICTIM_ID","INJURY_ID"
2019,133535032,5
2019,133535046,2
2019,133535044,2
2019,133535045,2
2019,133535047,4
2019,133535056,5
2019,133535054,4
2019,133535167,4
2019,133530278,5
2019,133530279,5
2019,133530280,5
2019,133530294,5
2019,133530295,5
2019,133535226,4
2019,133535232,5
2019,133540071,5
2019,133540073,5
2019,133540105,5
2019,133535255,4
2019,133530352,1
2019,133535259,5
2019,133540158,5
2019,133530378,4
2019,133535315,4
2019,133535324,4
2019,133535345,4
2019,133535356,5
2019,133535364,4
2019,133535375,5
2019,133530426,5
2019,133535382,5
2019,133530438,4
2019,133535439,5
2019,133540335,5
2019,133535484,5
2019,133535489,4
2019,133540379,4
2019,133540378,5
2019,133540415,5
2019,133535537,5
2019,133535534,4
2019,133535584,4
2019,133540481,6
2019,133530602,5
2019,133535633,4
2019,133535662,5
2019,133535697,5
2019,133535715,5
2019,133535718,4
2019,133535726,4
2019,133535743,5
2019,133535766,5
2019,133535772,4
2019,133530724,5
2019,133530824,5
2019,133530841,4
2019,133535928,4
2019,133535947,4
2019,133540935,5
2019,133540937,5
2019,133535994,4
2019,133540979,5
2019,128728252,4
2019,128714662,4
2019,128723668,4
2019,128714725,4
2019,128728263,5
2019,128723773,4
2019,128728301,4
2019,128728322,5
2019,128728337,5
2019,128728339,4
2019,128728354,4
2019,128723893,4
2019,128728383,4
2019,128728405,4
2019,128728412,4
2019,128728422,4
2019,128714658,5
2019,128723634,4
2019,128714797,4
2019,128728274,5
2019,128723755,5
2019,128728305,4
2019,128728326,5
2019,128728328,5
2019,133521841,5
2019,133533174,4
2019,133521842,4
2019,133521933,5
2019,133533244,4
2019,133533251,4
2019,133533250,4
2019,133533265,4
2019,133533264,4
2019,133533315,5
2019,133533317,5
2019,133533337,5
2019,133533357,4
2019,133533358,4
2019,133533360,5
2019,133533361,5
2019,133533383,8
2019,133533384,5
2019,133533383,6
2019,133533389,4
2019,133522196,5
2019,133522239,5
2019,133522240,5
2019,133533461,5
2019,133533453,4
2019,133522296,4
2019,133533481,5
2019,133533549,5
2019,133533574,4
2019,133522570,4
2019,133533632,4
2019,133522610,5
2019,133533637,4
2019,132997912,4
2019,132998029,4
2019,132998158,4
2019,132998179,5
2019,132998263,4
2019,133541052,6
2019,133530993,5
2019,133541092,5
2019,133536207,4
2019,133536326,5
2019,133536429,5
2019,133536651,4
2019,133541693,8
2019,133541694,5
2019,133541938,4
2019,133541940,5
2019,133537044,5
2019,133537218,5
2019,133542355,2
2019,133537397,5
2019,133537435,4
2019,133542591,5
2019,133532113,4
2019,133537487,5
2019,133542836,5
2019,133542915,4
2019,133537708,5
2019,133537741,2
2019,133537742,6
2019,133537770,5
2019,133537771,5
2019,133532439,5
2019,133537848,5
2019,133543146,4
2019,133532510,4
2019,133537875,5
2019,133543175,5
2019,133537894,5
2019,133537891,4
2019,133537890,4
2019,133543302,4
2019,133543301,5
2019,133547983,5
2019,133543341,1
2019,133548077,5
2019,133543519,4
2019,133548105,4
2019,133548106,4
2019,133532754,5
2019,133543539,5
2019,133548160,6
2019,133543679,8
2019,133543679,1
2019,133548209,4
2019,133548276,4
2019,133532886,4
2019,133532896,5
2019,133552987,5
2019,133552996,5
2019,133548413,4
2019,133543962,4
2019,133548416,4
2019,133548427,4
2019,133553038,5
2019,133548519,3
2019,133548654,5
2019,133548704,5
2019,133548742,4
2019,133548743,4
2019,133548768,5
2019,133544383,4
2019,133548774,5
2019,133553254,4
2019,133544499,4
2019,133548876,4
2019,133548909,4
2019,133548945,4
2019,133553397,5
2019,133553427,5
2019,133553448,3
2019,133553449,4
2019,133549040,4
2019,133549041,5
2019,133549055,4
2019,133549059,5
2019,133553505,5
2019,133549076,5
2019,133549085,5
2019,133549092,5
2019,133549097,5
2019,133544748,4
2019,133553553,5
2019,133553552,5
2019,133549162,6
2019,133549161,4
2019,133549175,4
2019,133549196,5
2019,133549209,4
2019,133544820,4
2019,133544837,5
2019,133549311,5
2019,133549314,5
2019,133549315,4
2019,133549332,4
2019,133544924,4
2019,133531034,4
2019,133541122,5
2019,133536220,2
2019,133536324,5
2019,133536377,5
2019,133536389,5
2019,133541332,5
2019,133541350,4
2019,133530967,4
2019,133536477,4
2019,133536505,5
2019,133541497,5
2019,133541498,4
2019,133536642,5
2019,133541536,5
2019,133531425,5
2019,133536683,5
2019,133541656,1
2019,133536733,4
2019,133536750,4
2019,133541724,5
2019,133536775,4
2019,133541765,4
2019,133536802,5
2019,133541780,4
2019,133536863,5
2019,133536870,5
2019,133536878,4
2019,133536877,4
2019,133536888,4
2019,133536893,5
2019,133541903,5
2019,133542084,4
2019,133542128,6
2019,133542170,4
2019,133537297,5
2019,133537352,5
2019,133537349,5
2019,133537353,6
2019,133537351,4
2019,133537370,4
2019,133542582,4
2019,133537530,5
2019,133532201,5
2019,133537629,5
2019,133542827,4
2019,133537675,5
2019,133537694,5
2019,133532328,4
2019,133537703,4
2019,133537704,5
2019,133537757,5
2019,133537772,4
2019,133543088,5
2019,133537826,5
2019,133537833,4
2019,133543122,4
2019,133537872,1
2019,133547927,5
2019,133532569,5
2019,133548100,5
2019,133532736,5
2019,133548210,5
2019,133543706,4
2019,133548219,6
2019,133548230,4
2019,133548244,4
2019,133548255,4
2019,133548309,4
2019,133548324,5
2019,133552925,5
2019,133548354,5
2019,133548353,5
2019,133552957,5
2019,133548460,6
2019,133548480,4
2019,133544037,4
2019,133548533,4
2019,133548534,4
2019,133553135,5
2019,133548630,5
2019,133548668,4
2019,133548673,5
2019,133548717,5
2019,133548718,4
2019,133544355,5
2019,133544353,4
2019,133553253,5
2019,133544386,5
2019,133544396,5
2019,133553283,5
2019,133553342,4
2019,133553343,5
2019,133548884,4
2019,133544517,4
2019,133548937,4
2019,133544563,4
2019,133549024,3
2019,133549054,4
2019,133549058,5
2019,133549174,6
2019,133549172,6
2019,133549189,4
2019,133549195,4
2019,133549218,4
2019,133549258,5
2019,133549263,4
2019,133549283,5
2019,133549366,4
2019,133549367,4
2019,133549376,6
2019,133545015,6
2019,133549436,5
2019,133545021,5
2019,133549476,4
2019,133549524,5
2019,133549525,5
2019,133549523,5
2019,133549535,4
2019,133549536,4
2019,133549600,4
2019,133549601,4
2019,133549609,5
2019,133549608,5
2019,133549653,6
2019,133549675,5
2019,133549676,5
2019,133545278,4
2019,133549731,5
2019,133549746,5
2019,133549745,5
2019,133549753,4
2019,133549752,4
2019,133545393,5
2019,133549812,5
2019,133549889,5
2019,133549890,5
2019,133545522,4
2019,133549916,5
2019,133549939,2
2019,133545626,5
2019,133549976,5
2019,133549997,5
2019,133550011,4
2019,133550040,4
2019,133550066,4
2019,133550075,5
2019,133545810,5
2019,133545809,4
2019,133550135,5
2019,133550134,5
2019,133550145,4
2019,133550200,5
2019,133550202,5
2019,133550215,5
2019,133550217,4
2019,133550255,5
2019,132997913,5
2019,132977118,5
2019,132997924,5
2019,132992626,5
2019,132992635,5
2019,132997946,4
2019,132997951,4
2019,132992655,5
2019,132992654,3
2019,132997961,4
2019,132997979,4
2019,132977172,5
2019,132997997,4
2019,132992703,5
2019,132998026,5
2019,132998036,4
2019,132977226,4
2019,132998032,4
2019,132992728,4
2019,132977279,4
2019,132998098,5
2019,132998095,4
2019,132998103,5
2019,132998113,5
2019,132998116,5
2019,132998117,4
2019,132998123,5
2019,132998126,4
2019,132998142,4
2019,132998159,4
2019,132992833,5
2019,132992846,4
2019,132977373,5
2019,132998187,5
2019,132998191,4
2019,132998201,5
2019,132992896,4
2019,132998242,4
2019,132998250,4
2019,132998259,5
2019,132998321,4
2019,132998325,4
2019,132998350,5
2019,132977577,4
2019,132998359,4
2019,132998361,4
2019,132977608,4
2019,132998373,4
2019,133533248,5
2019,133522042,5
2019,133522040,5
2019,133533301,4
2019,133533300,4
2019,133522089,4
2019,133533407,5
2019,133533538,5
2019,133533596,4
2019,133529270,4
2019,133533809,4
2019,133538302,5
2019,133538448,4
2019,133538534,5
2019,133529531,4
2019,133529532,5
2019,133534169,4
2019,133529598,4
2019,133529603,5
2019,133529613,4
2019,133534226,5
2019,133534228,5
2019,133538724,5
2019,133529641,4
2019,133534301,4
2019,133538925,4
2019,133529696,4
2019,133534342,1
2019,133534384,5
2019,133539137,4
2019,133539176,5
2019,133539187,5
2019,133534561,4
2019,133539414,4
2019,133539606,5
2019,133539732,5
2019,133534971,5
2019,133534969,4
2019,133535004,4
2019,133539819,4
2019,133539954,4
2019,133530261,4
2019,133539988,4
2019,133535180,5
2019,133535253,4
2019,133540119,4
2019,133540123,4
2019,133535329,4
2019,133530420,2
2019,133535391,5
2019,133535485,4
2019,133535486,4
2019,133540488,5
2019,133530591,4
2019,133535622,4
2019,133540533,4
2019,133535678,6
2019,133535692,5
2019,133535717,4
2019,133535747,5
2019,133535748,4
2019,133535755,4
2019,133535770,5
2019,133530802,5
2019,133535876,5
2019,133535936,5
2019,133530862,4
2019,133530861,4
2019,133540923,5
2019,133540924,5
2019,133530880,5
2019,133540944,5
2019,133536023,5
2019,133536172,4
2019,133531064,5
2019,133541184,5
2019,133541198,5
2019,133531294,5
2019,133541452,5
2019,133541558,5
2019,133536661,4
2019,133536677,4
2019,133541599,1
2019,133541597,4
2019,133541639,4
2019,133541638,5
2019,133541784,5
2019,133536930,5
2019,133531734,5
2019,133537075,4
2019,133537197,5
2019,133537220,5
2019,133537219,5
2019,133537221,5
2019,133531854,5
2019,133537265,5
2019,133537264,5
2019,133537263,5
2019,133537266,5
2019,133537271,5
2019,133537330,5
2019,133537463,5
2019,133537478,3
2019,133537516,4
2019,133542670,5
2019,133537587,5
2019,133537612,2
2019,133537614,5
2019,133537628,3
2019,133537635,4
2019,133537640,4
2019,133537656,5
2019,133537669,4
2019,133537674,5
2019,133537682,5
2019,133537692,4
2019,133537700,5
2019,133537710,4
2019,133537723,5
2019,133537744,4
2019,133543037,4
2019,128723709,4
2019,128723727,5
2019,128728267,4
2019,128723752,5
2019,128728292,4
2019,128728313,5
2019,128723827,4
2019,128728330,4
2019,128728331,5
2019,128723868,5
2019,128728375,4
2019,128714891,4
2019,128728391,5
2019,128728393,4
2019,128728407,4
2019,128728414,4
2019,128723975,5
2019,128728440,4
2019,134966268,5
2019,134969845,4
2019,134966267,3
2019,134966266,3
2019,134966322,5
2019,134960406,5
2019,134960405,5
2019,134960421,5
2019,134960420,4
2019,134966399,4
2019,134966405,5
2019,134966404,5
2019,134966422,5
2019,134966423,4
2019,134966436,5
2019,134966437,5
2019,134966458,5
2019,134966472,5
2019,134966485,5
2019,134966507,4
2019,134966511,5
2019,134966510,5
2019,134966516,5
2019,134966515,5
2019,134966522,5
2019,134966530,4
2019,134966593,6
2019,134970484,4
2019,134966614,4
2019,134960623,3
2019,134970509,3
2019,134966645,1
2019,134970538,5
2019,133533368,5
2019,133533444,5
2019,133533506,5
2019,133522511,5
2019,133533640,4
2019,133533729,4
2019,133533728,4
2019,133533752,5
2019,133533795,4
2019,133537927,4
2019,133529366,5
2019,133538171,5
2019,133533933,5
2019,133538297,5
2019,133534130,5
2019,133538556,5
2019,133529554,5
2019,133529556,4
2019,133538890,5
2019,133534361,5
2019,133539011,5
2019,133539129,5
2019,133534532,5
2019,133534617,5
2019,133534635,5
2019,133539495,5
2019,133539497,5
2019,133534781,5
2019,133539579,4
2019,133539629,5
2019,133534881,4
2019,133530077,5
2019,133534901,4
2019,133534973,5
2019,133535006,5
2019,133539927,5
2019,133535099,5
2019,133530288,4
2019,133535247,5
2019,133540131,4
2019,133535285,4
2019,133535288,4
2019,133530392,5
2019,133540253,4
2019,133535410,5
2019,133535458,5
2019,133540353,5
2019,133535512,5
2019,133540446,4
2019,133535553,4
2019,133540505,5
2019,133535752,5
2019,133530725,5
2019,133530767,5
2019,133530788,5
2019,133530789,5
2019,133530961,5
2019,133536264,5
2019,134288449,4
2019,134288587,5
2019,134285132,4
2019,134279503,5
2019,134279502,5
2019,134285233,5
2019,134285288,4
2019,134285297,5
2019,134285298,5
2019,134279583,7
2019,134288718,5
2019,134279616,5
2019,134279623,5
2019,134288800,4
2019,134279701,4
2019,134285477,5
2019,134285479,5
2019,134288848,5
2019,134285546,5
2019,134285574,4
2019,134285609,5
2019,134285610,5
2019,134279861,5
2019,134285650,6
2019,134285690,5
2019,134285700,6
2019,134285779,5
2019,134285806,6
2019,134285807,6
2019,134285881,4
2019,134280069,5
2019,134289150,4
2019,134280090,4
2019,134285927,5
2019,134280148,5
2019,134289216,5
2019,134289214,5
2019,134280203,5
2019,134280242,4
2019,134289350,4
2019,134280377,4
2019,134280395,5
2019,134289411,5
2019,134280431,5
2019,134286379,5
2019,134280484,5
2019,134286423,5
2019,134280518,5
2019,134289484,5
2019,134286444,5
2019,134286452,5
2019,134289492,5
2019,134280524,3
2019,134286474,5
2019,134289536,5
2019,134280643,5
2019,134280664,8
2019,134280705,5
2019,134286661,5
2019,134286668,4
2019,134286753,5
2019,134286806,5
2019,134289718,5
2019,134280898,5
2019,134286882,5
2019,134289775,5
2019,134280976,5
2019,134280997,2
2019,134289810,4
2019,134286990,5
2019,134289828,4
2019,134287078,4
2019,134287079,4
2019,134289910,4
2019,134287080,5
2019,134289919,4
2019,134287124,5
2019,134289984,5
2019,134281174,5
2019,134290016,5
2019,134290067,5
2019,134281275,4
2019,134290077,1
2019,134287265,5
2019,134290086,4
2019,118529569,4
2019,118525879,1
2019,134287310,1
2019,134287317,4
2019,134265883,4
2019,134266066,4
2019,134270926,5
2019,134266262,6
2019,134271071,5
2019,134266503,6
2019,134266549,5
2019,134266569,5
2019,134266570,5
2019,134266636,5
2019,134266684,4
2019,134266707,4
2019,134266740,4
2019,134266775,5
2019,134266809,5
2019,134266810,5
2019,134278028,5
2019,134266890,4
2019,134271336,4
2019,134271380,5
2019,134266956,5
2019,134267068,4
2019,134267069,5
2019,134271628,4
2019,134267454,4
2019,134267535,4
2019,134267563,5
2019,134277597,5
2019,134266021,4
2019,134266049,4
2019,134266048,4
2019,134266058,4
2019,134277638,4
2019,134266070,5
2019,134266200,4
2019,134270905,4
2019,134266229,5
2019,134266238,5
2019,134266252,4
2019,134266255,5
2019,134277743,5
2019,134266300,3
2019,134266301,4
2019,134277791,4
2019,134277821,4
2019,134271016,4
2019,134266408,4
2019,134271040,5
2019,134271041,5
2019,134266436,4
2019,134266444,5
2019,134277896,4
2019,134266573,5
2019,134266597,5
2019,134266598,5
2019,134266599,5
2019,134277921,2
2019,134266631,4
2019,134266645,4
2019,134266688,5
2019,134266692,4
2019,134266691,4
2019,134271204,3
2019,134266711,5
2019,134271216,5
2019,134266766,4
2019,134266799,4
2019,134271286,5
2019,134271328,5
2019,134271337,5
2019,134266903,4
2019,134266961,4
2019,134267023,4
2019,134267025,4
2019,134271428,6
2019,134271439,5
2019,134267077,5
2019,134267079,4
2019,134267096,4
2019,134267154,4
2019,134267213,4
2019,134267224,4
2019,134267225,4
2019,134271593,4
2019,134278250,5
2019,134267346,4
2019,134271710,4
2019,134267458,4
2019,134267469,5
2019,134267517,5
2019,134267534,4
2019,134278338,5
2019,134278443,5
2019,134272033,5
2019,134278606,3
2019,134272057,5
2019,134278625,5
2019,134283187,5
2019,134278623,5
2019,134283186,5
2019,134283188,5
2019,134283201,5
2019,134278655,5
2019,134278671,4
2019,134272097,4
2019,134283349,4
2019,134283458,5
2019,134283492,4
2019,134283502,5
2019,134283528,1
2019,134278825,4
2019,134283543,4
2019,134283592,4
2019,134283652,5
2019,134283678,5
2019,134283704,5
2019,134283780,6
2019,134283798,4
2019,134283808,5
2019,134283812,4
2019,134283832,4
2019,134283833,4
2019,134272345,5
2019,134283887,5
2019,134285776,5
2019,134283934,4
2019,134283943,4
2019,134283942,3
2019,134283961,4
2019,134283978,4
2019,134283977,4
2019,134283984,4
2019,134272410,4
2019,134284026,5
2019,134284027,5
2019,134284044,4
2019,134285777,5
2019,134284078,5
2019,134284077,5
2019,134284102,5
2019,134284108,4
2019,134284112,4
2019,134279188,4
2019,134284128,5
2019,134284156,5
2019,134284163,5
2019,134279217,4
2019,134279234,4
2019,134279254,5
2019,134284239,5
2019,134284254,4
2019,134287652,4
2019,134284261,4
2019,134287695,4
2019,134290386,4
2019,134287714,5
2019,134284359,4
2019,134284434,5
2019,134284555,4
2019,134284564,6
2019,134284578,5
2019,134287715,5
2019,134284615,5
2019,134284622,4
2019,134284789,5
2019,134284811,4
2019,134284819,4
2019,134287716,5
2019,134284848,5
2019,134290424,4
2019,134290423,5
2019,134290459,5
2019,134290495,4
2019,134287834,5
2019,134284882,5
2019,134284892,5
2019,134284893,5
2019,134284972,5
2019,134284975,3
2019,134285064,1
2019,134285383,5
2019,134288775,5
2019,134288776,5
2019,134285386,5
2019,134285427,5
2019,134288930,4
2019,134288992,4
2019,134285704,4
2019,134279953,4
2019,134285774,5
2019,134285796,4
2019,134289138,5
2019,134285928,5
2019,134280205,4
2019,134280351,4
2019,134280585,5
2019,134286575,4
2019,134280830,5
2019,134286839,5
2019,134287549,4
2019,134287602,5
2019,134290547,5
2019,134293007,4
2019,134293008,4
2019,134293165,4
2019,134293168,5
2019,134293167,5
2019,123449874,4
2019,123453584,4
2019,123450045,5
2019,118534501,8
2019,118535626,5
2019,118539381,5
2019,118541831,4
2019,118535657,4
2019,118535664,5
2019,118535666,4
2019,118535677,5
2019,118542553,5
2019,118546289,5
2019,118546359,5
2019,118542702,4
2019,123456338,4
2019,123456349,5
2019,123449863,5
2019,123453569,4
2019,123456389,4
2019,123449880,5
2019,123456395,5
2019,123449990,4
2019,123456558,4
2019,123450038,4
2019,123456596,5
2019,123453737,4
2019,123453544,4
2019,123456606,4
2019,123449856,4
2019,123449877,3
2019,123450012,4
2019,120315214,4
2019,134270683,4
2019,134270686,5
2019,134270717,5
2019,134270775,5
2019,134270776,5
2019,134270774,5
2019,134270819,4
2019,134270892,5
2019,134270894,5
2019,134270893,5
2019,134270910,5
2019,134270979,4
2019,134266344,5
2019,134266457,5
2019,134277908,5
2019,134271156,4
2019,134271155,5
2019,134271168,5
2019,134271207,5
2019,134271205,5
2019,134266752,4
2019,134271277,5
2019,134266814,5
2019,134271347,5
2019,134271354,5
2019,134267088,5
2019,134278155,5
2019,134271478,4
2019,134267254,5
2019,134271655,3
2019,134271706,4
2019,134267611,4
2019,134270698,4
2019,134288450,4
2019,134279364,4
2019,134288628,4
2019,134288629,5
2019,134285239,4
2019,134288698,4
2019,134285314,5
2019,134288715,4
2019,134288742,4
2019,134285388,5
2019,134285390,4
2019,134285420,5
2019,134285419,5
2019,134288804,4
2019,134279706,5
2019,134288813,5
2019,134288868,5
2019,134285565,4
2019,134289005,5
2019,134289004,5
2019,134289144,4
2019,134285931,5
2019,134285946,4
2019,134285948,4
2019,134286032,2
2019,134280188,5
2019,134280187,5
2019,134280286,4
2019,134286420,5
2019,134280549,5
2019,134286505,5
2019,134280560,5
2019,134291753,5
2019,134291794,4
2019,134291811,5
2019,134291822,4
2019,134291930,5
2019,134291943,4
2019,134294320,6
2019,134294319,6
2019,134298493,5
2019,134291976,5
2019,134292040,4
2019,134298614,5
2019,134292064,5
2019,134292184,4
2019,134292187,5
2019,134292191,5
2019,134298772,4
2019,134292251,5
2019,134292260,5
2019,134292259,5
2019,134294428,5
2019,134294427,4
2019,134292276,5
2019,134292278,5
2019,134294437,4
2019,134298811,5
2019,134298813,5
2019,134298810,4
2019,134292296,6
2019,134292305,4
2019,134292307,5
2019,134298845,5
2019,134292342,5
2019,134298878,6
2019,134292343,5
2019,134292351,4
2019,134292366,4
2019,134292397,5
2019,134292399,4
2019,134298914,5
2019,134292410,5
2019,134292431,5
2019,134292437,2
2019,134298970,4
2019,134298971,5
2019,134292473,4
2019,134292488,5
2019,134292499,5
2019,134292505,4
2019,134292506,6
2019,134299023,5
2019,134299022,5
2019,134292541,4
2019,134292556,5
2019,134292561,5
2019,134292559,5
2019,134292566,5
2019,134292649,4
2019,134459333,4
2019,134464387,5
2019,134464407,5
2019,134459470,3
2019,134459482,4
2019,134459484,4
2019,134464483,4
2019,134459592,5
2019,134469690,5
2019,134469691,5
2019,134459618,4
2019,134464512,5
2019,134459649,4
2019,134459656,4
2019,134459663,5
2019,134469762,4
2019,134459764,5
2019,134459782,5
2019,134459783,4
2019,134459795,5
2019,134459836,5
2019,134469881,4
2019,134464606,5
2019,134464605,5
2019,134459871,5
2019,134459873,5
2019,134464604,5
2019,134459872,5
2019,134469907,5
2019,134469912,5
2019,134459920,5
2019,134469936,5
2019,134459949,5
2019,134459969,5
2019,134459968,5
2019,134459992,4
2019,134460085,4
2019,134470036,5
2019,134460144,5
2019,134470089,5
2019,134460177,5
2019,134460196,5
2019,134464783,4
2019,134460244,5
2019,134460242,5
2019,134460275,5
2019,134460307,4
2019,134460318,4
2019,134464828,4
2019,134460358,5
2019,134470241,6
2019,134470248,4
2019,134460419,4
2019,134460446,4
2019,134460460,5
2019,134460478,4
2019,133529539,5
2019,133534155,4
2019,133539083,5
2019,133529859,4
2019,133539319,4
2019,133529871,5
2019,133529872,5
2019,133539560,5
2019,133534834,5
2019,133530064,6
2019,133534918,4
2019,133540121,4
2019,133540161,5
2019,133530380,5
2019,133540166,5
2019,133530407,4
2019,133540427,4
2019,133535751,5
2019,133535750,5
2019,133540690,4
2019,133535782,4
2019,133535825,5
2019,133535955,5
2019,133530889,4
2019,133530943,4
2019,133530977,4
2019,133541064,4
2019,133536106,5
2019,133536127,5
2019,133531042,5
2019,133536250,5
2019,133531112,5
2019,133541226,5
2019,133536308,4
2019,133541271,4
2019,133541290,4
2019,133531189,5
2019,133531190,5
2019,133531199,5
2019,134966329,4
2019,134966328,4
2019,134970061,5
2019,134960433,5
2019,134966388,5
2019,134970161,5
2019,134966413,5
2019,134960474,5
2019,134966435,5
2019,134966453,4
2019,134966471,4
2019,134966525,5
2019,134966545,5
2019,134966610,5
2019,134966612,4
2019,134970501,3
2019,134966644,5
2019,134966650,4
2019,134966649,4
2019,134966683,4
2019,134966707,5
2019,134966718,5
2019,134966726,4
2019,134966735,5
2019,134966734,5
2019,134966739,4
2019,134966743,4
2019,133537583,5
2019,133542759,5
2019,133532232,5
2019,133542877,5
2019,133537690,6
2019,133537775,5
2019,133537784,5
2019,133532419,5
2019,133537809,4
2019,133532529,5
2019,133532532,5
2019,133547907,5
2019,133532545,5
2019,133532551,5
2019,133543235,4
2019,133547976,4
2019,133547991,4
2019,133548040,3
2019,133543400,6
2019,133548041,4
2019,133548044,5
2019,133548059,5
2019,133543471,4
2019,133543476,6
2019,133543502,5
2019,133532740,5
2019,133543521,4
2019,133548125,6
